ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300048.SZ,20250702,5.91,5.97,5.86,5.91,5.92,-0.01,-0.1689,260588.97,153824.295
300048.SZ,20250701,5.9,5.99,5.8,5.92,5.87,0.05,0.8518,379943.37,224019.811
300048.SZ,20250630,5.8,5.91,5.77,5.87,5.8,0.07,1.2069,388220.6,226451.454
300048.SZ,20250627,5.7,5.81,5.7,5.8,5.68,0.12,2.1127,328762.69,189726.721
300048.SZ,20250626,5.71,5.79,5.65,5.68,5.72,-0.04,-0.6993,226178.86,129377.96
300048.SZ,20250625,5.7,5.73,5.65,5.72,5.7,0.02,0.3509,236394.56,134715.092
300048.SZ,20250624,5.57,5.7,5.57,5.7,5.58,0.12,2.1505,265397.4,150384.631
300048.SZ,20250623,5.51,5.59,5.3,5.58,5.49,0.09,1.6393,187121.0,103448.333
300048.SZ,20250620,5.55,5.59,5.47,5.49,5.52,-0.03,-0.5435,183356.4,101354.685
300048.SZ,20250619,5.71,5.72,5.49,5.52,5.76,-0.24,-4.1667,429463.1,239217.928
300048.SZ,20250618,5.63,5.83,5.6,5.76,5.67,0.09,1.5873,407428.93,233780.908
300048.SZ,20250617,5.63,5.74,5.6,5.67,5.64,0.03,0.5319,277651.31,157734.983
300048.SZ,20250616,5.62,5.65,5.52,5.64,5.62,0.02,0.3559,187529.0,104920.434
300048.SZ,20250613,5.59,5.75,5.55,5.62,5.58,0.04,0.7168,381768.86,216243.485
300048.SZ,20250612,5.62,5.69,5.54,5.58,5.63,-0.05,-0.8881,255983.15,143830.929
300048.SZ,20250611,5.7,5.71,5.59,5.63,5.69,-0.06,-1.0545,269081.83,151343.101
300048.SZ,20250610,5.65,5.8,5.57,5.69,5.68,0.01,0.1761,400064.01,228013.664
300048.SZ,20250609,5.67,5.69,5.59,5.68,5.68,0.0,0.0,286087.2,161408.871
300048.SZ,20250606,5.59,5.71,5.53,5.68,5.57,0.11,1.9749,396933.68,223515.49
300048.SZ,20250605,5.59,5.62,5.51,5.57,5.59,-0.02,-0.3578,268625.0,149500.088
300048.SZ,20250604,5.68,5.77,5.55,5.59,5.65,-0.06,-1.0619,403825.13,227079.277
300048.SZ,20250603,5.64,5.69,5.59,5.65,5.72,-0.07,-1.2238,492876.78,277319.063
300048.SZ,20250530,5.81,5.85,5.61,5.72,5.88,-0.16,-2.7211,561476.37,320687.157
