ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603283.SH,20250702,33.98,34.22,32.76,32.88,33.94,-1.06,-3.1232,80222.14,264909.62
603283.SH,20250701,34.15,34.69,33.7,33.94,33.94,0.0,0.0,90914.2,310258.779
603283.SH,20250630,33.6,35.19,33.52,33.94,33.1,0.84,2.5378,112035.35,383348.849
603283.SH,20250627,33.6,33.77,33.08,33.1,33.38,-0.28,-0.8388,88320.37,294787.859
603283.SH,20250626,34.0,34.7,33.35,33.38,33.92,-0.54,-1.592,116429.6,394804.556
603283.SH,20250625,33.8,33.98,33.22,33.92,33.75,0.17,0.5037,122380.93,411644.22
603283.SH,20250624,32.88,33.87,32.75,33.75,32.62,1.13,3.4641,150101.5,501212.297
603283.SH,20250623,31.0,33.3,30.78,32.62,31.41,1.21,3.8523,135579.93,437831.858
603283.SH,20250620,31.3,32.09,31.26,31.41,31.37,0.04,0.1275,68030.75,214805.277
603283.SH,20250619,31.2,32.09,31.12,31.37,31.49,-0.12,-0.3811,86697.92,274021.059
603283.SH,20250618,30.66,31.88,30.32,31.49,30.68,0.81,2.6402,103273.06,321506.745
603283.SH,20250617,30.51,31.46,30.07,30.68,30.27,0.41,1.3545,84838.79,261909.689
603283.SH,20250616,30.15,30.88,30.0,30.27,30.26,0.01,0.033,48075.06,146511.522
603283.SH,20250613,31.22,31.45,30.23,30.26,31.44,-1.18,-3.7532,69533.0,213566.745
603283.SH,20250612,31.58,31.97,31.18,31.44,31.74,-0.3,-0.9452,59049.41,186658.01
603283.SH,20250611,44.2,45.53,43.7,44.78,44.06,0.72,1.6341,76831.76,343606.009
603283.SH,20250610,44.29,44.35,43.28,44.06,44.36,-0.3,-0.6763,44323.26,194611.903
603283.SH,20250609,43.99,44.42,43.91,44.36,43.87,0.49,1.1169,42793.79,189389.035
603283.SH,20250606,44.45,44.99,43.76,43.87,44.38,-0.51,-1.1492,66299.29,292695.75
603283.SH,20250605,44.11,44.93,43.45,44.38,44.67,-0.29,-0.6492,118970.1,525447.803
603283.SH,20250604,40.91,45.03,40.82,44.67,40.94,3.73,9.1109,154068.19,676902.474
603283.SH,20250603,40.81,41.31,40.63,40.94,41.26,-0.32,-0.7756,29538.0,120804.251
603283.SH,20250530,41.85,41.85,41.11,41.26,42.03,-0.77,-1.832,28414.0,117383.958
603283.SH,20250529,41.48,42.2,41.4,42.03,40.97,1.06,2.5873,44872.1,187846.317
603283.SH,20250528,41.0,41.94,40.7,40.97,41.0,-0.03,-0.0732,33683.0,138742.71
603283.SH,20250527,42.0,42.04,40.85,41.0,41.9,-0.9,-2.148,36692.0,150956.059
603283.SH,20250526,41.88,42.08,41.42,41.9,42.02,-0.12,-0.2856,31359.86,130828.783
603283.SH,20250523,43.0,43.28,42.02,42.02,43.05,-1.03,-2.3926,36764.0,157105.647
603283.SH,20250522,43.48,43.85,42.93,43.05,43.61,-0.56,-1.2841,33125.44,143308.616
603283.SH,20250521,44.3,44.38,43.59,43.61,44.29,-0.68,-1.5353,32556.59,142465.199
603283.SH,20250520,44.0,44.6,43.7,44.29,44.28,0.01,0.0226,33299.96,147215.663
603283.SH,20250519,44.62,44.62,43.25,44.28,44.64,-0.36,-0.8065,40974.96,179372.121
603283.SH,20250516,44.8,45.19,44.6,44.64,44.83,-0.19,-0.4238,33759.29,151461.3
603283.SH,20250515,45.51,45.65,44.79,44.83,45.89,-1.06,-2.3099,39846.0,179524.6
603283.SH,20250514,46.09,46.7,45.5,45.89,46.4,-0.51,-1.0991,53382.46,245165.856
603283.SH,20250513,47.95,48.2,46.28,46.4,46.24,0.16,0.346,91106.46,429982.304
603283.SH,20250512,45.49,46.74,45.33,46.24,44.2,2.04,4.6154,91889.46,422733.239
603283.SH,20250509,45.71,45.8,43.89,44.2,46.74,-2.54,-5.4343,98165.28,437883.779
603283.SH,20250508,44.9,47.19,44.9,46.74,45.17,1.57,3.4758,84778.01,394210.532
603283.SH,20250507,45.98,46.44,44.46,45.17,44.93,0.24,0.5342,62542.47,283741.207
603283.SH,20250506,43.49,44.95,43.45,44.93,43.18,1.75,4.0528,60797.0,269334.432
603283.SH,20250430,42.66,43.49,42.08,43.18,44.72,-1.54,-3.4436,92393.2,396545.648
603283.SH,20250429,44.7,45.25,44.22,44.72,44.72,0.0,0.0,30498.23,136796.77
603283.SH,20250428,45.7,45.84,44.72,44.72,45.73,-1.01,-2.2086,33684.09,151540.172
