ts_code,trade_date,pe,pb
603203.SH,20250702,29.788,4.787
603203.SH,20250701,32.1245,5.1624
603203.SH,20250630,29.2009,4.6926
603203.SH,20250627,28.5434,4.587
603203.SH,20250626,28.2146,4.5341
603203.SH,20250625,28.1207,4.519
603203.SH,20250624,27.6393,4.4417
603203.SH,20250623,28.2381,4.0439
603203.SH,20250620,27.3458,3.9161
603203.SH,20250619,27.017,3.869
603203.SH,20250618,27.1697,3.8908
603203.SH,20250617,27.1814,3.8925
603203.SH,20250616,27.2166,3.8976
603203.SH,20250613,26.97,3.8623
603203.SH,20250612,27.3693,3.9194
603203.SH,20250611,27.4749,3.9346
603203.SH,20250610,27.4162,3.9262
603203.SH,20250609,27.7919,3.98
603203.SH,20250606,27.7098,3.9682
603203.SH,20250605,27.6511,3.9598
603203.SH,20250604,27.4749,3.9346
603203.SH,20250603,27.3105,3.911
603203.SH,20250530,27.8037,3.9816
603203.SH,20250529,28.5669,4.0909
603203.SH,20250528,28.0385,4.0153
603203.SH,20250527,27.8037,3.9816
603203.SH,20250526,28.0737,4.0203
603203.SH,20250523,27.8389,3.9867
603203.SH,20250522,27.9798,4.0069
603203.SH,20250521,28.0972,4.0237
603203.SH,20250520,28.4025,4.0674
603203.SH,20250519,28.0503,4.017
603203.SH,20250516,28.2499,4.0455
603203.SH,20250515,27.8272,3.985
603203.SH,20250514,28.1207,4.027
603203.SH,20250513,28.3673,4.0624
603203.SH,20250512,28.5669,4.0909
603203.SH,20250509,28.2029,4.0388
603203.SH,20250508,28.426,4.0708
603203.SH,20250507,28.1912,4.0371
603203.SH,20250506,28.4612,4.0758
603203.SH,20250430,27.8154,3.9833
603203.SH,20250429,27.5336,3.943
603203.SH,20250428,29.4027,4.1111
603203.SH,20250425,29.7027,4.153
603203.SH,20250424,29.4809,4.122
603203.SH,20250423,29.7157,4.1548
603203.SH,20250422,29.5201,4.1275
603203.SH,20250421,29.1157,4.0709
603203.SH,20250418,29.0635,4.0636
603203.SH,20250417,28.907,4.0417
603203.SH,20250416,28.5678,3.9943
603203.SH,20250415,29.1548,4.0764
603203.SH,20250414,29.0896,4.0673
603203.SH,20250411,28.92,4.0436
603203.SH,20250410,28.2808,3.9542
603203.SH,20250409,27.6416,3.8648
603203.SH,20250408,26.7416,3.739
603203.SH,20250407,28.0591,3.9232
603203.SH,20250403,31.1767,4.3591
603203.SH,20250402,32.0247,4.4777
603203.SH,20250401,31.7898,4.4448
603203.SH,20250331,32.8073,4.5871
603203.SH,20250328,32.0507,4.4813
603203.SH,20250327,32.4029,4.5305
603203.SH,20250326,32.4943,4.5433
603203.SH,20250325,32.429,4.5342
603203.SH,20250324,32.6508,4.5652
603203.SH,20250321,33.2378,4.6473
603203.SH,20250320,33.7987,4.7257
603203.SH,20250319,33.7205,4.7148
603203.SH,20250318,33.6683,4.7075
603203.SH,20250317,32.9378,4.6053
603203.SH,20250314,32.7812,4.5834
603203.SH,20250313,32.6378,4.5634
603203.SH,20250312,33.3683,4.6655
603203.SH,20250311,32.9117,4.6017
603203.SH,20250310,33.1595,4.6363
603203.SH,20250307,32.6638,4.567
603203.SH,20250306,32.9117,4.6017
603203.SH,20250305,32.4812,4.5415
603203.SH,20250304,32.2855,4.5141
603203.SH,20250303,31.5811,4.4156
603203.SH,20250228,31.6464,4.4248
603203.SH,20250227,32.9769,4.6108
603203.SH,20250226,33.4204,4.6728
603203.SH,20250225,33.1726,4.6382
603203.SH,20250224,32.5725,4.5543
603203.SH,20250221,32.7421,4.578
603203.SH,20250220,32.6247,4.5616
603203.SH,20250219,31.8942,4.4594
603203.SH,20250218,31.0072,4.3354
603203.SH,20250217,31.0593,4.3427
603203.SH,20250214,31.0854,4.3463
603203.SH,20250213,31.3072,4.3773
603203.SH,20250212,32.1812,4.4995
603203.SH,20250211,31.4898,4.4029
603203.SH,20250210,31.7246,4.4357
603203.SH,20250207,31.6203,4.4211
603203.SH,20250206,31.6464,4.4248
603203.SH,20250205,30.4723,4.2606
603203.SH,20250127,30.4462,4.257
603203.SH,20250124,31.2028,4.3627
603203.SH,20250123,30.968,4.3299
603203.SH,20250122,30.955,4.3281
603203.SH,20250121,31.3594,4.3846
603203.SH,20250120,31.7898,4.4448
603203.SH,20250117,30.4593,4.2588
603203.SH,20250116,30.2636,4.2314
603203.SH,20250115,29.9114,4.1822
603203.SH,20250114,29.8723,4.1767
603203.SH,20250113,28.5026,3.9852
603203.SH,20250110,28.4374,3.9761
603203.SH,20250109,28.5678,3.9943
603203.SH,20250108,28.9461,4.0472
603203.SH,20250107,28.5156,3.987
603203.SH,20250106,28.2287,3.9469
603203.SH,20250103,28.3591,3.9651
603203.SH,20250102,29.2853,4.0946
603203.SH,20241231,30.0288,4.1986
603203.SH,20241230,31.1767,4.3591
603203.SH,20241227,31.7377,4.4375
603203.SH,20241226,32.2986,4.516
603203.SH,20241225,31.7377,4.4375
603203.SH,20241224,32.6117,4.5597
603203.SH,20241223,32.7812,4.5834
603203.SH,20241220,33.9161,4.7421
603203.SH,20241219,32.6508,4.5652
603203.SH,20241218,32.2464,4.5087
603203.SH,20241217,32.0899,4.4868
603203.SH,20241216,32.99,4.6126
603203.SH,20241213,34.0988,4.7677
603203.SH,20241212,34.0205,4.7567
603203.SH,20241211,34.0335,4.7585
603203.SH,20241210,33.9553,4.7476
603203.SH,20241209,33.3813,4.6673
603203.SH,20241206,32.9378,4.6053
603203.SH,20241205,33.3161,4.6582
603203.SH,20241204,33.1074,4.629
603203.SH,20241203,33.8248,4.7293
603203.SH,20241202,33.864,4.7348
603203.SH,20241129,33.2639,4.6509
603203.SH,20241128,32.4812,4.5415
603203.SH,20241127,31.4637,4.3992
603203.SH,20241126,31.9333,4.4649
603203.SH,20241125,31.8029,4.4466
603203.SH,20241122,30.4593,4.2588
603203.SH,20241121,31.9594,4.4685
603203.SH,20241120,31.6594,4.4266
603203.SH,20241119,31.8029,4.4466
603203.SH,20241118,31.2681,4.3719
603203.SH,20241115,32.5464,4.5506
603203.SH,20241114,32.2203,4.505
603203.SH,20241113,31.842,4.4521
603203.SH,20241112,31.4898,4.4029
603203.SH,20241111,32.7552,4.5798
603203.SH,20241108,31.255,4.37
603203.SH,20241107,31.4116,4.3919
603203.SH,20241106,31.4507,4.3974
603203.SH,20241105,32.6247,4.5616
603203.SH,20241104,30.5115,4.2661
603203.SH,20241101,29.1548,4.0764
603203.SH,20241031,30.381,4.2478
603203.SH,20241030,31.0463,4.533
603203.SH,20241029,30.4202,4.4416
603203.SH,20241028,32.8073,4.7902
603203.SH,20241025,31.0072,4.5273
603203.SH,20241024,29.6505,4.3292
603203.SH,20241023,29.8592,4.3597
603203.SH,20241022,30.068,4.3902
603203.SH,20241021,29.7418,4.3426
603203.SH,20241018,28.5939,4.175
603203.SH,20241017,27.2894,3.9845
603203.SH,20241016,27.2503,3.9788
603203.SH,20241015,27.6547,4.0378
603203.SH,20241014,27.9156,4.0759
603203.SH,20241011,27.0677,3.9521
603203.SH,20241010,28.5026,4.1616
603203.SH,20241009,28.7113,4.1921
603203.SH,20241008,31.0463,4.533
603203.SH,20240930,28.6983,4.1902
603203.SH,20240927,26.3633,3.8493
603203.SH,20240926,25.3458,3.7007
603203.SH,20240925,24.7196,3.6093
603203.SH,20240924,24.6153,3.594
603203.SH,20240923,25.124,3.6683
603203.SH,20240920,23.1282,3.3769
603203.SH,20240919,23.0891,3.3712
603203.SH,20240918,22.8412,3.335
