ts_code,trade_date,pe,pb
301021.SZ,20250702,217.9298,4.8959
301021.SZ,20250701,219.7419,4.9367
301021.SZ,20250630,219.254,4.9257
301021.SZ,20250627,203.2246,4.5656
301021.SZ,20250626,201.9702,4.5374
301021.SZ,20250625,205.5942,4.6188
301021.SZ,20250624,207.7547,4.6674
301021.SZ,20250623,209.0091,4.6955
301021.SZ,20250620,204.6882,4.5985
301021.SZ,20250619,196.6735,4.4184
301021.SZ,20250618,200.7157,4.44
301021.SZ,20250617,200.7157,4.44
301021.SZ,20250616,201.4823,4.457
301021.SZ,20250613,194.9312,4.312
301021.SZ,20250612,204.1306,4.5155
301021.SZ,20250611,190.6799,4.218
301021.SZ,20250610,189.2163,4.1856
301021.SZ,20250609,194.4433,4.3012
301021.SZ,20250606,193.5373,4.2812
301021.SZ,20250605,195.2796,4.3197
301021.SZ,20250604,193.3979,4.2781
301021.SZ,20250603,193.0495,4.2704
301021.SZ,20250530,192.4919,4.2581
301021.SZ,20250529,195.3493,4.3213
301021.SZ,20250528,191.8647,4.2442
301021.SZ,20250527,203.9216,4.5109
301021.SZ,20250526,205.5245,4.5464
301021.SZ,20250523,201.4126,4.4554
301021.SZ,20250522,204.5488,4.5248
301021.SZ,20250521,206.7093,4.5726
301021.SZ,20250520,211.5181,4.679
301021.SZ,20250519,207.3365,4.5865
301021.SZ,20250516,204.2003,4.5171
301021.SZ,20250515,203.8519,4.5094
301021.SZ,20250514,209.6364,4.6373
301021.SZ,20250513,209.0788,4.625
301021.SZ,20250512,213.818,4.7298
301021.SZ,20250509,207.9637,4.6003
301021.SZ,20250508,206.0123,4.5572
301021.SZ,20250507,206.1517,4.5602
301021.SZ,20250506,201.4823,4.457
301021.SZ,20250430,197.6492,4.3722
301021.SZ,20250429,189.8436,4.1995
301021.SZ,20250428,194.6524,4.2816
301021.SZ,20250425,195.5584,4.357
301021.SZ,20250424,,4.3026
301021.SZ,20250423,,4.4331
301021.SZ,20250422,,4.4284
301021.SZ,20250421,,4.4563
301021.SZ,20250418,,4.3135
301021.SZ,20250417,,4.4005
301021.SZ,20250416,,4.3368
301021.SZ,20250415,,4.475
301021.SZ,20250414,,4.5076
301021.SZ,20250411,,4.329
301021.SZ,20250410,,4.2017
301021.SZ,20250409,,4.0682
301021.SZ,20250408,,3.9533
301021.SZ,20250407,,3.8539
301021.SZ,20250403,,4.8181
301021.SZ,20250402,,4.975
301021.SZ,20250401,,5.0759
301021.SZ,20250331,,4.7855
301021.SZ,20250328,,5.0169
301021.SZ,20250327,,5.02
301021.SZ,20250326,,4.8135
