ts_code,trade_date,pe,pb
300802.SZ,20250702,81.1132,3.3873
300802.SZ,20250701,82.3785,3.4402
300802.SZ,20250630,82.204,3.4329
300802.SZ,20250627,81.8985,3.4201
300802.SZ,20250626,81.375,3.3983
300802.SZ,20250625,82.0294,3.4256
300802.SZ,20250624,81.375,3.3983
300802.SZ,20250623,79.6733,3.3272
300802.SZ,20250620,78.8443,3.2926
300802.SZ,20250619,79.1497,3.3053
300802.SZ,20250618,79.8914,3.3363
300802.SZ,20250617,78.277,3.2689
300802.SZ,20250616,77.8407,3.2507
300802.SZ,20250613,76.8808,3.2106
300802.SZ,20250612,79.1497,3.3053
300802.SZ,20250611,78.3207,3.2707
300802.SZ,20250610,78.4952,3.19
300802.SZ,20250609,79.9351,3.2486
300802.SZ,20250606,79.237,3.2202
300802.SZ,20250605,80.1969,3.2592
300802.SZ,20250604,78.4079,3.1865
300802.SZ,20250603,77.3607,3.1439
300802.SZ,20250530,78.9752,3.2095
300802.SZ,20250529,78.1898,3.1776
300802.SZ,20250528,77.0553,3.1315
300802.SZ,20250527,76.8372,3.1227
300802.SZ,20250526,77.1426,3.1351
300802.SZ,20250523,76.7935,3.1209
300802.SZ,20250522,77.8407,3.1634
300802.SZ,20250521,78.8006,3.2025
300802.SZ,20250520,79.4551,3.2291
300802.SZ,20250519,78.8006,3.2025
300802.SZ,20250516,78.9752,3.2095
300802.SZ,20250515,78.757,3.2007
300802.SZ,20250514,79.8478,3.245
300802.SZ,20250513,80.3714,3.2663
300802.SZ,20250512,80.8077,3.284
300802.SZ,20250509,78.7134,3.1989
300802.SZ,20250508,79.7169,3.2397
300802.SZ,20250507,79.237,3.2202
300802.SZ,20250506,79.6296,3.2361
300802.SZ,20250430,78.757,3.2007
300802.SZ,20250429,76.1827,3.0961
300802.SZ,20250428,71.6885,2.9371
300802.SZ,20250425,70.7286,2.8978
300802.SZ,20250424,70.5977,2.8925
300802.SZ,20250423,71.9503,2.9479
300802.SZ,20250422,56.959,2.8716
300802.SZ,20250421,57.0292,2.8751
300802.SZ,20250418,56.222,2.8344
300802.SZ,20250417,55.9764,2.822
300802.SZ,20250416,55.9062,2.8185
300802.SZ,20250415,57.0643,2.8769
300802.SZ,20250414,56.8888,2.868
300802.SZ,20250411,56.8537,2.8662
300802.SZ,20250410,57.2047,2.8839
300802.SZ,20250409,55.4148,2.7937
300802.SZ,20250408,51.7299,2.6079
300802.SZ,20250407,50.3261,2.5372
300802.SZ,20250403,62.9251,3.1723
300802.SZ,20250402,65.1361,3.2838
300802.SZ,20250401,63.3112,3.1918
300802.SZ,20250331,62.9602,3.1741
300802.SZ,20250328,63.6621,3.2095
300802.SZ,20250327,64.6448,3.259
300802.SZ,20250326,64.9256,3.2732
300802.SZ,20250325,64.5044,3.252
300802.SZ,20250324,64.715,3.2626
300802.SZ,20250321,66.7505,3.3652
300802.SZ,20250320,68.5403,3.4554
300802.SZ,20250319,68.6807,3.4625
300802.SZ,20250318,69.6634,3.512
300802.SZ,20250317,69.2773,3.4926
300802.SZ,20250314,69.4177,3.4997
300802.SZ,20250313,68.435,3.4501
300802.SZ,20250312,69.909,3.5244
300802.SZ,20250311,70.5407,3.5563
300802.SZ,20250310,69.4177,3.4997
300802.SZ,20250307,69.172,3.4873
300802.SZ,20250306,67.663,3.4112
300802.SZ,20250305,66.1539,3.3351
300802.SZ,20250304,66.1188,3.3333
300802.SZ,20250303,64.4342,3.2484
300802.SZ,20250228,64.7501,3.2643
300802.SZ,20250227,68.9264,3.4749
300802.SZ,20250226,69.4177,3.4997
300802.SZ,20250225,67.7682,3.4165
300802.SZ,20250224,68.0841,3.4324
300802.SZ,20250221,68.8211,3.4696
300802.SZ,20250220,69.3124,3.4943
300802.SZ,20250219,66.0135,3.328
300802.SZ,20250218,62.5742,3.1546
300802.SZ,20250217,64.0833,3.2307
300802.SZ,20250214,63.241,3.1883
300802.SZ,20250213,63.4516,3.1989
300802.SZ,20250212,65.101,3.282
300802.SZ,20250211,64.6799,3.2608
300802.SZ,20250210,65.5924,3.3068
300802.SZ,20250207,64.6799,3.2608
300802.SZ,20250206,64.3289,3.2431
300802.SZ,20250205,61.6968,3.1104
300802.SZ,20250127,60.4334,3.0467
300802.SZ,20250124,62.2583,3.1387
300802.SZ,20250123,60.2228,3.0361
300802.SZ,20250122,60.0825,3.029
300802.SZ,20250121,60.7142,3.0609
300802.SZ,20250120,59.4157,2.9954
300802.SZ,20250117,58.7489,2.9618
300802.SZ,20250116,58.3277,2.9406
300802.SZ,20250115,59.0296,2.9759
300802.SZ,20250114,59.8719,3.0184
