ts_code,trade_date,pe,pb
603416.SH,20250702,37.4366,3.3069
603416.SH,20250701,38.4198,3.3937
603416.SH,20250630,38.5504,3.4052
603416.SH,20250627,37.3128,3.2959
603416.SH,20250626,36.9622,3.2649
603416.SH,20250625,37.1616,3.2826
603416.SH,20250624,36.6459,3.237
603416.SH,20250623,35.1883,3.1083
603416.SH,20250620,35.1952,2.9531
603416.SH,20250619,36.6803,3.0777
603416.SH,20250618,36.7078,3.08
603416.SH,20250617,36.7353,3.0823
603416.SH,20250616,36.6528,3.0754
603416.SH,20250613,36.749,3.0835
603416.SH,20250612,37.8422,3.1752
603416.SH,20250611,37.1547,3.1175
603416.SH,20250610,37.024,3.1066
603416.SH,20250609,37.8628,3.1769
603416.SH,20250606,39.121,3.2825
603416.SH,20250605,40.6474,3.4106
603416.SH,20250604,40.1661,3.3702
603416.SH,20250603,38.8942,3.2635
603416.SH,20250530,39.2723,3.2952
603416.SH,20250529,39.6229,3.3246
603416.SH,20250528,40.0217,3.3581
603416.SH,20250527,40.4274,3.3921
603416.SH,20250526,41.4999,3.4821
603416.SH,20250523,41.5549,3.4867
603416.SH,20250522,42.1462,3.5363
603416.SH,20250521,42.5656,3.5715
603416.SH,20250520,43.0263,3.6102
603416.SH,20250519,42.0637,3.5294
603416.SH,20250516,44.9789,3.774
603416.SH,20250515,38.2839,3.7346
603416.SH,20250514,39.9752,3.8996
603416.SH,20250513,41.6726,4.0652
603416.SH,20250512,40.2765,3.929
603416.SH,20250509,36.6173,3.572
603416.SH,20250508,36.9002,3.5996
603416.SH,20250507,37.3122,3.6398
603416.SH,20250506,34.7046,3.3854
603416.SH,20250430,31.5496,3.0777
603416.SH,20250429,30.8793,3.0123
603416.SH,20250428,30.7686,3.0015
603416.SH,20250425,36.3165,3.223
603416.SH,20250424,35.7303,3.1709
603416.SH,20250423,35.8928,3.1854
603416.SH,20250422,33.0535,2.9334
603416.SH,20250421,33.9646,3.0142
603416.SH,20250418,32.8629,2.9165
603416.SH,20250417,32.9335,2.9227
603416.SH,20250416,33.7174,2.9923
603416.SH,20250415,35.6668,3.1653
603416.SH,20250414,36.712,3.2581
603416.SH,20250411,36.2671,3.2186
603416.SH,20250410,35.7868,3.176
603416.SH,20250409,33.8304,3.0023
603416.SH,20250408,34.1271,3.0287
603416.SH,20250407,37.9198,3.3652
603416.SH,20250403,42.1291,3.7388
603416.SH,20250402,43.0614,3.8216
603416.SH,20250401,42.5105,3.7727
603416.SH,20250331,42.5176,3.7733
603416.SH,20250328,40.533,3.5972
603416.SH,20250327,40.8225,3.6229
603416.SH,20250326,41.0485,3.6429
603416.SH,20250325,41.0485,3.6429
603416.SH,20250324,38.6896,3.4336
603416.SH,20250321,38.6119,3.4267
603416.SH,20250320,41.1192,3.6492
603416.SH,20250319,41.5641,3.6887
603416.SH,20250318,41.4441,3.678
603416.SH,20250317,41.7407,3.7043
603416.SH,20250314,40.1163,3.5602
603416.SH,20250313,38.5978,3.4254
603416.SH,20250312,41.0627,3.6442
603416.SH,20250311,41.0344,3.6417
603416.SH,20250310,38.5201,3.4185
603416.SH,20250307,37.5172,3.3295
603416.SH,20250306,36.5637,3.2449
603416.SH,20250305,36.486,3.238
603416.SH,20250304,35.5537,3.1553
603416.SH,20250303,34.7698,3.0857
603416.SH,20250228,34.7839,3.087
603416.SH,20250227,38.5625,3.4223
603416.SH,20250226,39.5371,3.5088
603416.SH,20250225,37.1499,3.2969
603416.SH,20250224,36.4507,3.2349
603416.SH,20250221,37.044,3.2875
603416.SH,20250220,36.8957,3.2744
603416.SH,20250219,37.1075,3.2932
603416.SH,20250218,33.7316,2.9936
603416.SH,20250217,33.4137,2.9654
603416.SH,20250214,33.5903,2.981
603416.SH,20250213,33.5832,2.9804
603416.SH,20250212,34.5226,3.0638
603416.SH,20250211,33.4985,2.9729
603416.SH,20250210,33.7033,2.9911
603416.SH,20250207,33.5479,2.9773
603416.SH,20250206,34.3601,3.0493
603416.SH,20250205,32.651,2.8977
603416.SH,20250127,31.5704,2.8018
603416.SH,20250124,32.6157,2.8945
603416.SH,20250123,31.5704,2.8018
603416.SH,20250122,31.5139,2.7967
603416.SH,20250121,31.8317,2.825
603416.SH,20250120,30.3344,2.6921
603416.SH,20250117,30.6522,2.7203
603416.SH,20250116,30.518,2.7084
603416.SH,20250115,31.0689,2.7573
603416.SH,20250114,31.2031,2.7692
603416.SH,20250113,29.7199,2.6375
603416.SH,20250110,30.0731,2.6689
603416.SH,20250109,28.2791,2.5097
603416.SH,20250108,27.9754,2.4827
603416.SH,20250107,27.7918,2.4664
603416.SH,20250106,27.3892,2.4307
603416.SH,20250103,27.3751,2.4294
603416.SH,20250102,28.8159,2.5573
603416.SH,20241231,29.6281,2.6294
603416.SH,20241230,29.6776,2.6338
603416.SH,20241227,29.953,2.6582
603416.SH,20241226,29.4939,2.6175
603416.SH,20241225,28.8724,2.5623
603416.SH,20241224,29.2679,2.5974
603416.SH,20241223,28.4628,2.526
603416.SH,20241220,29.5928,2.6263
603416.SH,20241219,28.71,2.5479
603416.SH,20241218,27.3327,2.4257
603416.SH,20241217,27.1985,2.4138
603416.SH,20241216,28.9572,2.5698
603416.SH,20241213,29.3103,2.6012
603416.SH,20241212,29.84,2.6482
603416.SH,20241211,30.8217,2.7353
603416.SH,20241210,30.85,2.7378
603416.SH,20241209,30.0943,2.6708
603416.SH,20241206,29.0984,2.5824
603416.SH,20241205,28.6817,2.5454
603416.SH,20241204,27.7424,2.462
603416.SH,20241203,27.8836,2.4746
603416.SH,20241202,27.6364,2.4526
603416.SH,20241129,26.4852,2.3505
603416.SH,20241128,25.3411,2.2489
603416.SH,20241127,25.1927,2.2358
603416.SH,20241126,24.7478,2.1963
603416.SH,20241125,25.2775,2.2433
603416.SH,20241122,25.1998,2.2364
603416.SH,20241121,25.9979,2.3072
603416.SH,20241120,26.1745,2.3229
603416.SH,20241119,25.7083,2.2815
603416.SH,20241118,24.4935,2.1737
603416.SH,20241115,25.6942,2.2803
603416.SH,20241114,26.2945,2.3335
603416.SH,20241113,26.5558,2.3567
603416.SH,20241112,26.3722,2.3404
603416.SH,20241111,27.1279,2.4075
603416.SH,20241108,26.6618,2.3661
603416.SH,20241107,26.4923,2.3511
603416.SH,20241106,26.3793,2.3411
603416.SH,20241105,26.0261,2.3097
603416.SH,20241104,25.1433,2.2314
603416.SH,20241101,24.1686,2.1449
603416.SH,20241031,24.4511,2.17
603416.SH,20241030,25.108,2.2767
603416.SH,20241029,25.4823,2.3106
603416.SH,20241028,25.7083,2.3311
603416.SH,20241025,25.2916,2.2933
603416.SH,20241024,24.9455,2.2619
603416.SH,20241023,25.0656,2.2728
603416.SH,20241022,25.4399,2.3068
603416.SH,20241021,25.1433,2.2799
603416.SH,20241018,24.6277,2.2331
603416.SH,20241017,23.7661,2.155
603416.SH,20241016,24.0486,2.1806
603416.SH,20241015,24.4935,2.221
603416.SH,20241014,25.0374,2.2703
603416.SH,20241011,24.0839,2.1838
603416.SH,20241010,25.2563,2.2901
603416.SH,20241009,25.2422,2.2888
603416.SH,20241008,27.5446,2.4976
603416.SH,20240930,25.5035,2.3125
603416.SH,20240927,23.1869,2.1025
603416.SH,20240926,22.0004,1.9949
603416.SH,20240925,21.1105,1.9142
603416.SH,20240924,21.0116,1.9052
603416.SH,20240923,20.1499,1.8271
603416.SH,20240920,20.3901,1.8489
603416.SH,20240919,20.7079,1.8777
603416.SH,20240918,19.8674,1.8015
603416.SH,20240913,19.8321,1.7983
603416.SH,20240912,20.3689,1.847
603416.SH,20240911,20.609,1.8687
603416.SH,20240910,20.7079,1.8777
603416.SH,20240909,20.6373,1.8713
603416.SH,20240906,20.8138,1.8873
