ts_code,trade_date,pe,pb
002957.SZ,20250702,49.0266,2.2885
002957.SZ,20250701,49.5388,2.3125
002957.SZ,20250630,49.5388,2.3125
002957.SZ,20250627,49.0266,2.2885
002957.SZ,20250626,48.9663,2.2857
002957.SZ,20250625,49.4183,2.3068
002957.SZ,20250624,49.2074,2.297
002957.SZ,20250623,48.5143,2.2646
002957.SZ,20250620,47.5199,2.1667
002957.SZ,20250619,47.9418,2.1859
002957.SZ,20250618,48.8156,2.2258
002957.SZ,20250617,47.9418,2.1859
002957.SZ,20250616,47.4295,2.1626
002957.SZ,20250613,46.9173,2.1392
002957.SZ,20250612,48.3637,2.2052
002957.SZ,20250611,47.9418,2.1859
002957.SZ,20250610,47.6103,2.1708
002957.SZ,20250609,48.8458,2.2271
002957.SZ,20250606,48.4842,2.2107
002957.SZ,20250605,49.2676,2.2464
002957.SZ,20250604,47.9418,2.1859
002957.SZ,20250603,47.7309,2.1763
002957.SZ,20250530,48.0925,2.1928
002957.SZ,20250529,48.8759,2.2285
002957.SZ,20250528,48.213,2.1983
002957.SZ,20250527,46.7365,2.131
002957.SZ,20250526,47.3693,2.1598
002957.SZ,20250523,46.5255,2.1214
002957.SZ,20250522,47.7309,2.1763
002957.SZ,20250521,48.5746,2.2148
002957.SZ,20250520,47.5501,2.1681
002957.SZ,20250519,47.3391,2.1584
002957.SZ,20250516,47.2487,2.1543
002957.SZ,20250515,47.1885,2.1516
002957.SZ,20250514,46.857,2.1365
002957.SZ,20250513,47.0981,2.1475
002957.SZ,20250512,47.4898,2.1653
002957.SZ,20250509,46.8269,2.1351
002957.SZ,20250508,47.6706,2.1736
002957.SZ,20250507,46.9474,2.1406
002957.SZ,20250506,46.8269,2.1351
002957.SZ,20250430,45.5914,2.0788
002957.SZ,20250429,45.1997,2.0609
002957.SZ,20250428,44.5669,2.032
002957.SZ,20250425,45.2901,2.065
002957.SZ,20250424,36.4846,2.0854
002957.SZ,20250423,36.1217,2.0646
002957.SZ,20250422,35.0814,2.0052
002957.SZ,20250421,34.9846,1.9996
002957.SZ,20250418,34.4281,1.9678
002957.SZ,20250417,34.283,1.9595
002957.SZ,20250416,34.3313,1.9623
002957.SZ,20250415,34.7426,1.9858
002957.SZ,20250414,34.6943,1.983
