ts_code,trade_date,pe,pb
605186.SH,20250702,86.9847,2.6313
605186.SH,20250701,87.2356,2.6389
605186.SH,20250630,87.5701,2.649
605186.SH,20250627,85.8555,2.5971
605186.SH,20250626,85.6464,2.5908
605186.SH,20250625,85.5628,2.5883
605186.SH,20250624,84.3918,2.5528
605186.SH,20250623,81.9663,2.4795
605186.SH,20250620,80.7954,2.444
605186.SH,20250619,81.7572,2.4731
605186.SH,20250618,83.5973,2.5288
605186.SH,20250617,84.0155,2.5414
605186.SH,20250616,84.1828,2.5465
605186.SH,20250613,83.8482,2.5364
605186.SH,20250612,86.5246,2.6173
605186.SH,20250611,86.1065,2.6047
605186.SH,20250610,86.2319,2.6085
605186.SH,20250609,87.7792,2.6553
605186.SH,20250606,88.2392,2.6692
605186.SH,20250605,85.8555,2.5971
605186.SH,20250604,85.1864,2.5769
605186.SH,20250603,84.1828,2.5465
605186.SH,20250530,83.2627,2.5187
605186.SH,20250529,84.6428,2.5604
605186.SH,20250528,82.5936,2.4984
605186.SH,20250527,83.3882,2.5225
605186.SH,20250526,83.8482,2.5364
605186.SH,20250523,82.7191,2.5022
605186.SH,20250522,82.5936,2.4984
605186.SH,20250521,83.7646,2.5339
605186.SH,20250520,84.6846,2.5617
605186.SH,20250519,83.8482,2.5364
605186.SH,20250516,83.7227,2.5326
605186.SH,20250515,83.5136,2.5263
605186.SH,20250514,83.8064,2.5351
605186.SH,20250513,84.8519,2.5667
605186.SH,20250512,85.4373,2.5845
605186.SH,20250509,84.1409,2.5452
605186.SH,20250508,84.7264,2.563
605186.SH,20250507,83.5973,2.5288
605186.SH,20250506,83.4718,2.525
605186.SH,20250430,79.8335,2.4149
605186.SH,20250429,42.8854,2.4021
605186.SH,20250428,41.208,2.3082
605186.SH,20250425,42.432,2.3767
605186.SH,20250424,41.888,2.3463
605186.SH,20250423,42.8627,2.4009
605186.SH,20250422,42.2507,2.3666
605186.SH,20250421,42.364,2.3729
605186.SH,20250418,41.8427,2.3437
605186.SH,20250417,41.6387,2.3323
605186.SH,20250416,41.2987,2.3133
605186.SH,20250415,42.772,2.3958
605186.SH,20250414,42.84,2.3996
605186.SH,20250411,41.752,2.3387
605186.SH,20250410,41.7974,2.3412
605186.SH,20250409,40.5054,2.2688
605186.SH,20250408,40.256,2.2549
605186.SH,20250407,41.888,2.3463
605186.SH,20250403,46.5347,2.6066
605186.SH,20250402,46.8294,2.6231
605186.SH,20250401,46.444,2.6015
605186.SH,20250331,45.5374,2.5507
605186.SH,20250328,45.6734,2.5583
605186.SH,20250327,46.0134,2.5773
605186.SH,20250326,46.4667,2.6027
605186.SH,20250325,45.968,2.5748
605186.SH,20250324,46.3534,2.5964
605186.SH,20250321,49.368,2.7653
605186.SH,20250320,50.388,2.8224
605186.SH,20250319,51.2494,2.8706
605186.SH,20250318,51.816,2.9024
605186.SH,20250317,51.612,2.8909
605186.SH,20250314,51.612,2.8909
605186.SH,20250313,50.932,2.8529
605186.SH,20250312,51.68,2.8948
605186.SH,20250311,52.3147,2.9303
605186.SH,20250310,53.1307,2.976
605186.SH,20250307,51.7707,2.8998
605186.SH,20250306,53.7427,3.0103
605186.SH,20250305,51.544,2.8871
605186.SH,20250304,51.5214,2.8859
605186.SH,20250303,50.2067,2.8122
605186.SH,20250228,49.3907,2.7665
605186.SH,20250227,52.156,2.9214
605186.SH,20250226,53.38,2.99
605186.SH,20250225,52.36,2.9328
605186.SH,20250224,53.5387,2.9989
605186.SH,20250221,55.0574,3.0839
605186.SH,20250220,55.5107,3.1093
605186.SH,20250219,54.128,3.0319
605186.SH,20250218,53.2667,2.9836
605186.SH,20250217,56.3947,3.1588
605186.SH,20250214,51.272,2.8719
605186.SH,20250213,49.8894,2.7945
605186.SH,20250212,50.8414,2.8478
605186.SH,20250211,50.864,2.8491
605186.SH,20250210,52.3147,2.9303
605186.SH,20250207,47.5547,2.6637
605186.SH,20250206,47.328,2.651
605186.SH,20250205,46.5347,2.6066
605186.SH,20250127,45.56,2.552
605186.SH,20250124,43.9054,2.4593
605186.SH,20250123,43.0214,2.4098
605186.SH,20250122,42.4094,2.3755
605186.SH,20250121,42.772,2.3958
605186.SH,20250120,43.2707,2.4237
605186.SH,20250117,42.84,2.3996
605186.SH,20250116,42.9987,2.4085
605186.SH,20250115,43.1347,2.4161
605186.SH,20250114,43.0667,2.4123
