ts_code,trade_date,pe,pb
688698.SH,20250702,39.1907,4.574
688698.SH,20250701,40.1741,4.6888
688698.SH,20250630,40.7176,4.7522
688698.SH,20250627,39.8722,4.6535
688698.SH,20250626,40.1568,4.6867
688698.SH,20250625,40.7089,4.7512
688698.SH,20250624,39.9412,4.6616
688698.SH,20250623,37.3532,4.3595
688698.SH,20250620,36.9219,4.3092
688698.SH,20250619,39.8894,4.6555
688698.SH,20250618,40.3639,4.7109
688698.SH,20250617,39.7514,4.6394
688698.SH,20250616,39.1389,4.5679
688698.SH,20250613,39.7686,4.6414
688698.SH,20250612,40.8038,4.7623
688698.SH,20250611,39.5875,4.6203
688698.SH,20250610,39.2683,4.583
688698.SH,20250609,39.9325,4.6606
688698.SH,20250606,40.0964,4.6797
688698.SH,20250605,41.0281,4.6622
688698.SH,20250604,39.7859,4.521
688698.SH,20250603,39.8894,4.5328
688698.SH,20250530,40.1137,4.5583
688698.SH,20250529,40.6313,4.6171
688698.SH,20250528,39.4581,4.4838
688698.SH,20250527,39.7945,4.522
688698.SH,20250526,40.0447,4.5505
688698.SH,20250523,40.4243,4.5936
688698.SH,20250522,41.0367,4.6632
688698.SH,20250521,41.3301,4.6965
688698.SH,20250520,42.2703,4.8034
688698.SH,20250519,40.2517,4.574
688698.SH,20250516,41.5371,4.72
688698.SH,20250515,40.8038,4.6367
688698.SH,20250514,42.5637,4.8367
688698.SH,20250513,43.3228,4.923
688698.SH,20250512,43.9784,4.9975
688698.SH,20250509,42.3739,4.8151
688698.SH,20250508,44.0388,5.0043
688698.SH,20250507,44.0216,5.0024
688698.SH,20250506,43.7455,4.971
688698.SH,20250430,43.4781,4.9406
688698.SH,20250429,41.8131,4.7514
688698.SH,20250428,41.563,4.8669
688698.SH,20250425,42.2531,4.9477
688698.SH,20250424,42.1496,4.9356
688698.SH,20250423,43.3573,5.077
688698.SH,20250422,41.0885,4.8114
688698.SH,20250421,42.2703,4.9498
688698.SH,20250418,39.0785,4.576
688698.SH,20250417,39.5098,4.6265
688698.SH,20250416,39.7428,4.6538
688698.SH,20250415,52.5664,4.793
688698.SH,20250414,52.9874,4.8314
688698.SH,20250411,52.0457,4.7456
688698.SH,20250410,50.4616,4.6011
688698.SH,20250409,47.8028,4.3587
688698.SH,20250408,46.3072,4.2223
688698.SH,20250407,45.5539,4.1536
688698.SH,20250403,56.9423,5.192
688698.SH,20250402,59.0251,5.3819
688698.SH,20250401,58.7259,5.3547
688698.SH,20250331,59.3685,5.4133
688698.SH,20250328,60.709,5.5355
688698.SH,20250327,62.7252,5.7193
688698.SH,20250326,62.836,5.7294
688698.SH,20250325,61.7392,5.6294
688698.SH,20250324,62.6033,5.7082
688698.SH,20250321,62.3818,5.688
688698.SH,20250320,65.6277,5.984
688698.SH,20250319,66.7466,6.086
688698.SH,20250318,67.1787,6.1254
688698.SH,20250317,68.5524,6.2507
