ts_code,trade_date,pe,pb
688686.SH,20250702,84.6297,3.9505
688686.SH,20250701,85.0065,3.9681
688686.SH,20250630,85.7779,4.0041
688686.SH,20250627,84.8809,3.9622
688686.SH,20250626,85.4909,3.9907
688686.SH,20250625,87.2671,4.0736
688686.SH,20250624,85.6075,3.9961
688686.SH,20250623,83.2213,3.8847
688686.SH,20250620,81.9026,3.8232
688686.SH,20250619,83.2482,3.886
688686.SH,20250618,79.6779,3.7193
688686.SH,20250617,78.117,3.6465
688686.SH,20250616,78.1259,3.6469
688686.SH,20250613,80.557,3.7215
688686.SH,20250612,81.786,3.7783
688686.SH,20250611,79.8662,3.6896
688686.SH,20250610,79.1576,3.6569
688686.SH,20250609,79.032,3.6511
688686.SH,20250606,79.2562,3.6614
688686.SH,20250605,79.3101,3.6639
688686.SH,20250604,80.7364,3.7298
688686.SH,20250603,77.1481,3.564
688686.SH,20250530,78.7001,3.6357
688686.SH,20250529,78.4848,3.6258
688686.SH,20250528,77.3275,3.5723
688686.SH,20250527,75.8205,3.5027
688686.SH,20250526,77.0674,3.5603
688686.SH,20250523,76.0985,3.5155
688686.SH,20250522,77.0405,3.5591
688686.SH,20250521,76.4036,3.5296
688686.SH,20250520,76.5471,3.5363
688686.SH,20250519,78.0362,3.6051
688686.SH,20250516,78.5924,3.6308
688686.SH,20250515,78.7359,3.6374
688686.SH,20250514,79.5433,3.6747
688686.SH,20250513,80.6018,3.7236
688686.SH,20250512,83.0688,3.8376
688686.SH,20250509,80.5391,3.7207
688686.SH,20250508,81.6873,3.7737
688686.SH,20250507,82.1986,3.7974
688686.SH,20250506,81.9923,3.7878
688686.SH,20250430,81.158,3.7493
688686.SH,20250429,80.7902,3.7323
688686.SH,20250428,57.5939,3.821
688686.SH,20250425,55.8459,3.7051
688686.SH,20250424,54.0538,3.5862
688686.SH,20250423,53.5111,3.5502
688686.SH,20250422,50.3181,3.3383
688686.SH,20250421,50.1667,3.3283
688686.SH,20250418,49.0876,3.2567
688686.SH,20250417,49.2201,3.2655
688686.SH,20250416,49.0561,3.2546
688686.SH,20250415,50.2803,3.3358
688686.SH,20250414,49.7817,3.3027
688686.SH,20250411,48.3051,3.2048
688686.SH,20250410,47.4533,3.1483
688686.SH,20250409,43.869,2.9105
688686.SH,20250408,42.9225,2.8477
688686.SH,20250407,40.8653,2.7112
688686.SH,20250403,50.6715,3.3618
688686.SH,20250402,52.6277,3.4916
688686.SH,20250401,52.6214,3.4911
688686.SH,20250331,53.0568,3.52
688686.SH,20250328,55.0887,3.6548
688686.SH,20250327,55.8081,3.7026
688686.SH,20250326,56.2813,3.734
688686.SH,20250325,55.6755,3.6938
688686.SH,20250324,56.5148,3.7494
688686.SH,20250321,55.1833,3.6611
688686.SH,20250320,58.2186,3.8625
