ts_code,trade_date,pe,pb
301199.SZ,20250702,54.2258,2.5004
301199.SZ,20250701,55.0494,2.5384
301199.SZ,20250630,55.3094,2.5504
301199.SZ,20250627,53.4022,2.4624
301199.SZ,20250626,53.2505,2.4554
301199.SZ,20250625,53.0554,2.4464
301199.SZ,20250624,52.7737,2.4334
301199.SZ,20250623,50.238,2.3165
301199.SZ,20250620,49.5011,2.2825
301199.SZ,20250619,50.4764,2.3275
301199.SZ,20250618,51.1482,2.3585
301199.SZ,20250617,50.9532,2.3495
301199.SZ,20250616,51.3433,2.3675
301199.SZ,20250613,51.1916,2.3605
301199.SZ,20250612,52.6003,2.4254
301199.SZ,20250611,52.8387,2.4364
301199.SZ,20250610,52.1452,2.4045
301199.SZ,20250609,53.4889,2.4664
301199.SZ,20250606,53.7923,2.4804
301199.SZ,20250605,53.6406,2.4734
301199.SZ,20250604,53.5013,2.4495
301199.SZ,20250603,53.2226,2.4368
301199.SZ,20250530,52.9904,2.4261
301199.SZ,20250529,53.7954,2.463
301199.SZ,20250528,52.9904,2.4261
301199.SZ,20250527,53.1762,2.4346
301199.SZ,20250526,53.7645,2.4616
301199.SZ,20250523,53.4084,2.4453
301199.SZ,20250522,53.7799,2.4623
301199.SZ,20250521,54.3682,2.4892
301199.SZ,20250520,55.2971,2.5317
301199.SZ,20250519,54.9565,2.5161
301199.SZ,20250516,55.4673,2.5395
301199.SZ,20250515,54.8791,2.5126
301199.SZ,20250514,55.2506,2.5296
301199.SZ,20250513,56.0092,2.5643
301199.SZ,20250512,56.4271,2.5835
301199.SZ,20250509,55.0958,2.5225
301199.SZ,20250508,55.777,2.5537
301199.SZ,20250507,55.777,2.5537
301199.SZ,20250506,54.4456,2.4927
301199.SZ,20250430,53.7335,2.4601
301199.SZ,20250429,50.2813,2.3021
301199.SZ,20250428,144.5836,2.2448
301199.SZ,20250425,143.876,2.2338
301199.SZ,20250424,143.3571,2.2258
301199.SZ,20250423,144.7251,2.247
301199.SZ,20250422,139.6305,2.1679
301199.SZ,20250421,140.8098,2.1862
301199.SZ,20250418,137.7436,2.1386
301199.SZ,20250417,138.4512,2.1496
301199.SZ,20250416,138.7814,2.1547
301199.SZ,20250415,142.6967,2.2155
301199.SZ,20250414,140.9985,2.1892
301199.SZ,20250411,138.9229,2.1569
301199.SZ,20250410,136.8001,2.124
301199.SZ,20250409,133.2622,2.069
301199.SZ,20250408,128.1676,1.9899
301199.SZ,20250407,125.8561,1.9541
301199.SZ,20250403,157.3201,2.4426
301199.SZ,20250402,161.3298,2.5048
301199.SZ,20250401,152.6972,2.3708
301199.SZ,20250331,154.3011,2.3957
301199.SZ,20250328,159.4429,2.4755
301199.SZ,20250327,162.9808,2.5305
301199.SZ,20250326,166.8018,2.5898
301199.SZ,20250325,165.2451,2.5656
301199.SZ,20250324,166.8962,2.5913
301199.SZ,20250321,174.0192,2.7018
301199.SZ,20250320,185.3878,2.8784
301199.SZ,20250319,180.1044,2.7963
301199.SZ,20250318,173.4531,2.6931
301199.SZ,20250317,171.1888,2.6579
301199.SZ,20250314,170.2926,2.644
301199.SZ,20250313,167.2264,2.5964
301199.SZ,20250312,174.8683,2.715
301199.SZ,20250311,174.774,2.7136
301199.SZ,20250310,175.2457,2.7209
301199.SZ,20250307,171.3775,2.6608
301199.SZ,20250306,169.8208,2.6367
301199.SZ,20250305,166.3773,2.5832
301199.SZ,20250304,163.7828,2.5429
301199.SZ,20250303,160.1505,2.4865
