ts_code,trade_date,pe,pb
002979.SZ,20250702,65.4876,8.1461
002979.SZ,20250701,68.7314,8.5496
002979.SZ,20250630,69.3896,8.6315
002979.SZ,20250627,66.4499,9.1919
002979.SZ,20250626,67.2786,9.3065
002979.SZ,20250625,68.6291,9.4933
002979.SZ,20250624,68.0152,9.4084
002979.SZ,20250623,64.0559,8.8607
002979.SZ,20250620,64.1019,8.8671
002979.SZ,20250619,65.8514,9.1091
002979.SZ,20250618,66.5727,9.2089
002979.SZ,20250617,66.2964,9.1707
002979.SZ,20250616,66.987,9.2662
002979.SZ,20250613,67.5855,9.349
002979.SZ,20250612,69.6419,9.6334
002979.SZ,20250611,68.7212,9.5061
002979.SZ,20250610,67.5395,9.3426
002979.SZ,20250609,69.2583,9.5804
002979.SZ,20250606,69.1969,9.5719
002979.SZ,20250605,70.1177,9.6993
002979.SZ,20250604,68.4756,9.4721
002979.SZ,20250603,67.9385,9.3978
002979.SZ,20250530,68.6905,9.5018
002979.SZ,20250529,70.6855,9.7778
002979.SZ,20250528,70.6395,9.1555
002979.SZ,20250527,71.2533,9.235
002979.SZ,20250526,73.3404,9.5056
002979.SZ,20250523,73.3404,9.5056
002979.SZ,20250522,72.9875,9.4598
002979.SZ,20250521,74.8597,9.7025
002979.SZ,20250520,76.026,9.8536
002979.SZ,20250519,75.4429,9.7781
002979.SZ,20250516,77.5914,10.0565
002979.SZ,20250515,77.576,10.0545
002979.SZ,20250514,78.4661,10.1699
002979.SZ,20250513,80.0161,10.3708
002979.SZ,20250512,80.4151,10.4225
002979.SZ,20250509,75.8112,9.8258
002979.SZ,20250508,75.5503,9.792
002979.SZ,20250507,73.8929,9.5772
002979.SZ,20250506,75.228,9.7502
002979.SZ,20250430,73.3097,9.5016
002979.SZ,20250429,71.3454,9.247
002979.SZ,20250428,68.7519,8.9108
002979.SZ,20250425,70.1023,9.0859
002979.SZ,20250424,100.6885,9.8597
002979.SZ,20250423,101.6181,9.9508
002979.SZ,20250422,94.6458,9.268
002979.SZ,20250421,96.2837,9.4284
002979.SZ,20250418,90.7723,8.8887
002979.SZ,20250417,90.6617,8.8779
002979.SZ,20250416,91.1929,8.9299
002979.SZ,20250415,94.3359,9.2377
002979.SZ,20250414,94.2474,9.229
002979.SZ,20250411,93.7605,9.1813
002979.SZ,20250410,88.4261,8.659
002979.SZ,20250409,84.7076,8.2948
002979.SZ,20250408,82.14,8.0434
002979.SZ,20250407,91.2593,8.9364
002979.SZ,20250403,101.3967,9.9291
002979.SZ,20250402,106.0892,10.3886
002979.SZ,20250401,103.4995,10.135
002979.SZ,20250331,107.5722,10.5338
002979.SZ,20250328,115.3856,11.2989
002979.SZ,20250327,118.5286,11.6067
002979.SZ,20250326,113.4599,11.1103
002979.SZ,20250325,113.3271,11.0973
002979.SZ,20250324,112.7516,11.041
002979.SZ,20250321,107.9485,10.5706
002979.SZ,20250320,115.629,11.3227
002979.SZ,20250319,112.9729,11.0627
002979.SZ,20250318,113.3935,11.1038
002979.SZ,20250317,114.4338,11.2057
002979.SZ,20250314,109.7635,10.7484
002979.SZ,20250313,99.781,9.7709
002979.SZ,20250312,110.7816,10.8481
002979.SZ,20250311,111.1358,10.8828
002979.SZ,20250310,112.5081,11.0171
002979.SZ,20250307,116.4259,11.4008
002979.SZ,20250306,115.2085,11.2816
002979.SZ,20250305,111.335,10.9023
002979.SZ,20250304,108.4354,10.6183
002979.SZ,20250303,104.7169,10.2542
002979.SZ,20250228,107.8157,10.5576
002979.SZ,20250227,113.3049,11.0952
002979.SZ,20250226,114.6109,11.223
002979.SZ,20250225,118.3294,11.5872
002979.SZ,20250224,116.4923,11.4073
002979.SZ,20250221,119.2148,11.6739
002979.SZ,20250220,108.369,10.6118
002979.SZ,20250219,103.9643,10.1805
002979.SZ,20250218,94.513,9.255
002979.SZ,20250217,93.2071,9.1271
002979.SZ,20250214,90.064,8.8193
002979.SZ,20250213,87.4301,8.5614
002979.SZ,20250212,90.5067,8.8627
002979.SZ,20250211,86.766,8.4964
002979.SZ,20250210,87.6071,8.5788
002979.SZ,20250207,87.7842,8.5961
002979.SZ,20250206,88.4261,8.659
002979.SZ,20250205,80.3914,7.8722
002979.SZ,20250127,75.7211,7.4148
002979.SZ,20250124,78.9084,7.727
002979.SZ,20250123,76.8057,7.521
002979.SZ,20250122,75.9646,7.4387
002979.SZ,20250121,76.8942,7.5297
002979.SZ,20250120,72.6887,7.1179
002979.SZ,20250117,71.6705,7.0182
002979.SZ,20250116,72.0247,7.0529
002979.SZ,20250115,72.1132,7.0615
002979.SZ,20250114,69.6563,6.821
002979.SZ,20250113,64.9639,6.3615
002979.SZ,20250110,65.9156,6.4547
002979.SZ,20250109,66.5797,6.5197
002979.SZ,20250108,65.2516,6.3896
002979.SZ,20250107,62.4848,6.1187
002979.SZ,20250106,60.8469,5.9583
002979.SZ,20250103,61.7323,6.045
002979.SZ,20250102,66.6461,6.5262
002979.SZ,20241231,68.1512,6.6736
002979.SZ,20241230,70.9844,6.951
002979.SZ,20241227,71.6705,7.0182
002979.SZ,20241226,75.1677,7.3607
002979.SZ,20241225,75.6768,7.4105
002979.SZ,20241224,74.3266,7.2783
002979.SZ,20241223,72.5559,7.1049
002979.SZ,20241220,73.0871,7.1569
002979.SZ,20241219,70.1654,6.8708
002979.SZ,20241218,70.0326,6.8578
002979.SZ,20241217,70.1654,6.8708
002979.SZ,20241216,74.0389,7.2501
002979.SZ,20241213,73.1756,7.1656
002979.SZ,20241212,74.88,7.3325
002979.SZ,20241211,77.4475,7.5839
002979.SZ,20241210,80.5685,7.8895
