ts_code,trade_date,pe,pb
688518.SH,20250702,41.1159,2.166
688518.SH,20250701,42.2088,2.2235
688518.SH,20250630,42.0438,2.2148
688518.SH,20250627,40.8891,2.154
688518.SH,20250626,41.4046,2.1812
688518.SH,20250625,42.0232,2.2137
688518.SH,20250624,41.4458,2.1833
688518.SH,20250623,39.1364,2.0617
688518.SH,20250620,38.0848,2.0063
688518.SH,20250619,38.4147,2.0237
688518.SH,20250618,38.7034,2.0389
688518.SH,20250617,38.6415,2.0356
688518.SH,20250616,36.8682,1.9422
688518.SH,20250613,36.1465,1.9042
688518.SH,20250612,37.2806,1.9639
688518.SH,20250611,36.6002,1.9281
688518.SH,20250610,37.1157,1.9552
688518.SH,20250609,37.0126,1.9498
688518.SH,20250606,36.9301,1.9454
688518.SH,20250605,35.5692,1.8738
688518.SH,20250604,33.9815,1.7901
688518.SH,20250603,33.0536,1.7412
688518.SH,20250530,32.7443,1.7249
688518.SH,20250529,33.5278,1.7662
688518.SH,20250528,32.703,1.7228
688518.SH,20250527,33.2598,1.724
688518.SH,20250526,33.6103,1.7422
688518.SH,20250523,33.0742,1.7144
688518.SH,20250522,33.4247,1.7326
688518.SH,20250521,34.6619,1.7967
688518.SH,20250520,34.2289,1.7742
688518.SH,20250519,33.8577,1.755
688518.SH,20250516,34.0639,1.7657
688518.SH,20250515,33.734,1.7486
688518.SH,20250514,34.4145,1.7839
688518.SH,20250513,34.7032,1.7988
688518.SH,20250512,34.9094,1.8095
688518.SH,20250509,33.8577,1.755
688518.SH,20250508,34.4557,1.786
688518.SH,20250507,33.9196,1.7582
688518.SH,20250506,33.734,1.7486
688518.SH,20250430,32.5999,1.6898
688518.SH,20250429,31.8782,1.6524
688518.SH,20250428,30.9916,1.63
688518.SH,20250425,31.7751,1.6712
688518.SH,20250424,31.7958,1.6723
688518.SH,20250423,32.2288,1.6951
688518.SH,20250422,32.0226,1.6842
688518.SH,20250421,32.0844,1.6875
688518.SH,20250418,31.0741,1.6343
688518.SH,20250417,31.3215,1.6473
688518.SH,20250416,30.806,1.6202
688518.SH,20250415,31.6102,1.6625
688518.SH,20250414,18.0626,1.6812
688518.SH,20250411,17.6691,1.6446
688518.SH,20250410,17.4665,1.6258
688518.SH,20250409,17.0372,1.5858
688518.SH,20250408,16.9657,1.5791
688518.SH,20250407,17.228,1.6036
688518.SH,20250403,19.8033,1.8433
688518.SH,20250402,19.684,1.8322
688518.SH,20250401,19.4694,1.8122
688518.SH,20250331,19.3502,1.8011
688518.SH,20250328,19.386,1.8044
688518.SH,20250327,19.5171,1.8166
688518.SH,20250326,19.5887,1.8233
688518.SH,20250325,19.3383,1.8
688518.SH,20250324,19.2906,1.7955
688518.SH,20250321,19.4933,1.8144
688518.SH,20250320,20.1609,1.8766
688518.SH,20250319,20.2444,1.8843
688518.SH,20250318,20.7332,1.9298
688518.SH,20250317,20.5425,1.9121
688518.SH,20250314,20.6259,1.9198
688518.SH,20250313,20.4709,1.9054
688518.SH,20250312,21.4605,1.9975
688518.SH,20250311,21.5678,2.0075
688518.SH,20250310,21.8062,2.0297
688518.SH,20250307,21.1863,1.972
688518.SH,20250306,21.4963,2.0008
688518.SH,20250305,20.8405,1.9398
688518.SH,20250304,21.0194,1.9565
688518.SH,20250303,21.2936,1.982
688518.SH,20250228,20.7451,1.9309
688518.SH,20250227,21.0432,1.959
688518.SH,20250226,21.1505,1.969
688518.SH,20250225,20.6259,1.9202
688518.SH,20250224,20.4783,1.9064
688518.SH,20250221,20.967,1.9519
688518.SH,20250220,20.7167,1.9286
688518.SH,20250219,20.3591,1.8953
688518.SH,20250218,19.6082,1.8254
688518.SH,20250217,19.8347,1.8465
688518.SH,20250214,19.6797,1.8321
688518.SH,20250213,19.8347,1.8465
688518.SH,20250212,19.93,1.8554
688518.SH,20250211,19.4413,1.8099
688518.SH,20250210,19.6559,1.8299
688518.SH,20250207,19.632,1.8276
688518.SH,20250206,19.3817,1.8043
688518.SH,20250205,18.7023,1.7411
688518.SH,20250127,18.4758,1.72
688518.SH,20250124,19.2506,1.7921
688518.SH,20250123,19.036,1.7722
688518.SH,20250122,19.1552,1.7833
688518.SH,20250121,19.191,1.7866
688518.SH,20250120,19.0956,1.7777
688518.SH,20250117,18.8811,1.7577
688518.SH,20250116,18.6546,1.7366
688518.SH,20250115,18.3685,1.71
688518.SH,20250114,18.3804,1.7111
688518.SH,20250113,17.2242,1.6035
688518.SH,20250110,17.0812,1.5902
688518.SH,20250109,17.5341,1.6323
688518.SH,20250108,17.4268,1.6224
688518.SH,20250107,17.8679,1.6634
688518.SH,20250106,17.3672,1.6168
688518.SH,20250103,17.4507,1.6246
688518.SH,20250102,18.1301,1.6878
688518.SH,20241231,18.8811,1.7577
688518.SH,20241230,19.6201,1.8265
688518.SH,20241227,19.9539,1.8576
688518.SH,20241226,19.8585,1.8487
688518.SH,20241225,19.3459,1.801
688518.SH,20241224,19.8943,1.8521
688518.SH,20241223,20.1684,1.8776
688518.SH,20241220,21.3604,1.9885
