ts_code,trade_date,pe,pb
603015.SH,20250702,80.95,3.8115
603015.SH,20250701,81.7734,3.8503
603015.SH,20250630,80.5066,3.7907
603015.SH,20250627,78.9864,3.7191
603015.SH,20250626,78.9231,3.7161
603015.SH,20250625,79.5565,3.7459
603015.SH,20250624,79.5565,3.7459
603015.SH,20250623,76.9595,3.6236
603015.SH,20250620,76.0094,3.5789
603015.SH,20250619,78.163,3.6803
603015.SH,20250618,83.1036,3.9129
603015.SH,20250617,83.2302,3.9189
603015.SH,20250616,82.8502,3.901
603015.SH,20250613,82.8502,3.901
603015.SH,20250612,84.3704,3.9726
603015.SH,20250611,76.7061,3.6117
603015.SH,20250610,77.4662,3.6475
603015.SH,20250609,77.9096,3.6684
603015.SH,20250606,76.3894,3.5968
603015.SH,20250605,77.2762,3.6386
603015.SH,20250604,77.0228,3.6266
603015.SH,20250603,81.7101,3.7908
603015.SH,20250530,82.0268,3.8055
603015.SH,20250529,86.7774,4.0259
603015.SH,20250528,86.334,4.0053
603015.SH,20250527,84.117,3.9025
603015.SH,20250526,84.5604,3.923
603015.SH,20250523,79.9999,3.7115
603015.SH,20250522,79.6198,3.6938
603015.SH,20250521,81.3934,3.7761
603015.SH,20250520,83.2936,3.8643
603015.SH,20250519,84.0537,3.8995
603015.SH,20250516,83.2936,3.8643
603015.SH,20250515,79.1131,3.6703
603015.SH,20250514,81.3934,3.7761
603015.SH,20250513,81.33,3.7732
603015.SH,20250512,82.0268,3.8055
603015.SH,20250509,81.2033,3.7673
603015.SH,20250508,83.8637,3.8907
603015.SH,20250507,81.0133,3.7585
603015.SH,20250506,82.0268,3.8055
603015.SH,20250430,76.4527,3.5469
603015.SH,20250429,74.8059,3.4705
603015.SH,20250428,74.2991,3.447
603015.SH,20250425,76.7061,3.5587
603015.SH,20250424,76.5794,3.5528
603015.SH,20250423,76.5161,3.5498
603015.SH,20250422,72.2273,3.4379
603015.SH,20250421,73.4911,3.4981
603015.SH,20250418,71.5954,3.4078
603015.SH,20250417,72.2273,3.4379
603015.SH,20250416,71.8481,3.4199
603015.SH,20250415,75.0077,3.5703
603015.SH,20250414,76.8402,3.6575
603015.SH,20250411,75.3868,3.5883
603015.SH,20250410,73.9966,3.5221
603015.SH,20250409,73.4279,3.4951
603015.SH,20250408,73.5543,3.5011
603015.SH,20250407,81.7059,3.8891
603015.SH,20250403,90.8054,4.3222
603015.SH,20250402,92.9539,4.4245
603015.SH,20250401,96.1135,4.5749
603015.SH,20250331,90.1735,4.2921
603015.SH,20250328,90.4263,4.3042
603015.SH,20250327,85.6238,4.0756
603015.SH,20250326,89.7312,4.2711
603015.SH,20250325,86.7612,4.1297
603015.SH,20250324,78.8623,3.7537
603015.SH,20250321,80.8213,3.847
603015.SH,20250320,86.2557,4.1057
603015.SH,20250319,85.687,4.0786
603015.SH,20250318,85.6238,4.0756
603015.SH,20250317,84.9287,4.0425
603015.SH,20250314,83.9808,3.9974
603015.SH,20250313,83.0329,3.9523
603015.SH,20250312,87.2036,4.1508
