trade_date,daily_return_portfolio,daily_return_market,cumulative_return_portfolio,cumulative_return_market
20230529,0.0,-0.009917355371900749,0.0,-0.05445935280189451
20230530,0.0,-0.009181969949916602,0.0,-0.06314127861089225
20230531,0.0,-0.022746419545071617,0.0,-0.08445146014206828
20230601,0.0,-0.0008620689655172153,0.0,-0.08524072612470446
20230602,0.0,0.029335634167385605,0.0,-0.05840568271507551
20230605,0.19999999999999996,-0.0016764459346185756,0.19999999999999996,-0.05998421468034776
20230606,0.0,-0.005877413937867337,0.19999999999999996,-0.06550907655880078
20230607,0.0,0.008445945945945832,0.19999999999999996,-0.057616416732439446
20230608,0.16666666666666674,0.015075376884422065,0.40000000000000013,-0.043409629044988796
20230609,0.0,-0.01980198019801971,0.40000000000000013,-0.06235201262825629
20230612,0.0,-0.00757575757575768,0.40000000000000013,-0.06945540647198167
20230613,0.0,-0.0016963528413910245,0.40000000000000013,-0.07103393843725403
20230614,0.0,-0.02548853016142727,0.40000000000000013,-0.09471191791633837
20230615,0.0,0.012205754141237923,0.40000000000000013,-0.08366219415943243
20230616,0.0,0.0017226528854437095,0.40000000000000013,-0.08208366219416008
20230619,0.0,-0.015477214101461856,0.40000000000000013,-0.09629044988161084
20230620,0.0,-0.007860262008733576,0.40000000000000013,-0.10339384372533611
20230621,0.0,-0.0008802816901408717,0.40000000000000013,-0.10418310970797229
20230626,0.0,-0.0149779735682819,0.40000000000000013,-0.11760063141278676
20230627,0.0,0.008944543828264706,0.40000000000000013,-0.10970797158642531
20230628,0.0,0.0017730496453902678,0.40000000000000013,-0.10812943962115285
20230629,0.0,-0.010619469026548756,0.40000000000000013,-0.11760063141278665
20230630,0.0,0.004472271914132353,0.40000000000000013,-0.11365430149960598
20230703,0.0,0.02315227070347281,0.40000000000000013,-0.09313338595106613
20230704,0.0,-0.007832898172323799,0.40000000000000013,-0.10023677979479151
20230705,0.0,-0.0052631578947368585,0.40000000000000013,-0.10497237569060835
20230706,0.0,-0.008818342151675429,0.40000000000000013,-0.1128650355169698
20230707,0.0,-0.003558718861210064,0.40000000000000013,-0.11602209944751452
20230710,0.0,0.0,0.40000000000000013,-0.11602209944751452
20230711,0.0,0.0008928571428572507,0.40000000000000013,-0.11523283346487823
20230712,0.0,0.00267618198037467,0.40000000000000013,-0.1128650355169698
20230713,0.0,0.01690391459074725,0.40000000000000013,-0.09786898184688309
20230714,0.0,0.002624671916010568,0.40000000000000013,-0.09550118389897455
20230717,0.0,-0.01308900523560208,0.40000000000000013,-0.10734017363851678
20230718,0.0,-0.0053050397877985045,0.40000000000000013,-0.11207576953433374
20230719,0.0,0.005333333333333412,0.40000000000000013,-0.10734017363851678
20230720,0.1428571428571428,0.0008841732979663064,0.6000000000000001,-0.10655090765588071
20230721,0.0,0.0017667844522968323,0.6000000000000001,-0.10497237569060835
20230724,0.0,-0.007054673721340388,0.6000000000000001,-0.11128650355169756
20230725,0.0,0.04085257548845478,0.6000000000000001,-0.0749802683504347
20230726,0.0,-0.004266211604095571,0.6000000000000001,-0.07892659826361548
20230727,0.0,0.006855184233076184,0.6000000000000001,-0.07261247040252639
20230728,0.125,0.04340425531914893,0.8,-0.03235990528808286
20230731,0.0,0.004893964110929794,0.8,-0.02762430939226601
20230801,0.0,-0.012987012987012991,0.8,-0.040252565114444416
20230802,0.0,-0.010690789473684292,0.8,-0.0505130228887144
20230803,0.0,0.02493765586034913,0.8,-0.026835043409629944
20230804,0.0,-0.0024330900243308973,0.8,-0.029202841357538367
20230807,0.0,-0.011382113821138296,0.8,-0.04025256511444453
20230808,0.0,-0.004934210526315819,0.8,-0.044988161010261485
20230809,0.0,0.005785123966942196,0.8,-0.03946329913180846
20230810,0.0,-0.0008216926869351049,0.8,-0.04025256511444464
20230811,0.0,-0.022203947368421018,0.8,-0.06156274664562056
20230814,0.0,-0.01850294365012617,0.8,-0.07892659826361581
20230815,0.0,0.005141388174807249,0.8,-0.07419100236779885
20230816,0.0,0.0,0.8,-0.07419100236779885
20230817,0.0,-0.013640238704177299,0.8,-0.08681925808997715
20230818,0.0,-0.0008643042350907626,0.8,-0.08760852407261333
20230821,0.11111111111111116,-0.02076124567474047,1.0,-0.10655090765588082
20230822,0.0,0.004416961130741859,1.0,-0.10260457774270026
20230823,0.0,-0.01055408970976246,1.0,-0.11207576953433396
20230824,0.0,-0.010666666666666602,1.0,-0.12154696132596765
20230825,0.0,0.008984725965857976,1.0,-0.1136543014996062
20230828,0.0,0.02582368655387346,1.0,-0.09076558800315804
20230829,0.0,-0.01822916666666663,1.0,-0.10734017363851711
20230830,0.0,-0.01591511936339518,1.0,-0.12154696132596776
20230831,0.0,0.0,1.0,-0.12154696132596776
20230901,0.0,0.017070979335130243,1.0,-0.10655090765588104
20230904,0.0,0.021201413427561766,1.0,-0.08760852407261355
20230905,0.0,-0.014705882352941124,1.0,-0.10102604577742802
20230906,0.0,0.0035118525021948788,1.0,-0.09786898184688342
20230907,0.0,-0.008748906386701671,1.0,-0.10576164167324487
20230908,0.0,-0.005295675198587868,1.0,-0.11049723756906182
20230911,0.0,0.006211180124223725,1.0,-0.10497237569060869
20230912,0.0,-0.005291005291005346,1.0,-0.10970797158642565
20230913,0.0,-0.0026595744680850686,1.0,-0.11207576953433407
20230914,0.0,0.003555555555555534,1.0,-0.10891870560378947
20230915,0.0,-0.006200177147918429,1.0,-0.11444356748224238
20230918,0.0,0.0008912655971480277,1.0,-0.1136543014996062
20230919,0.0,-0.0017809439002670624,1.0,-0.11523283346487845
20230920,0.0,-0.00535236396074934,1.0,-0.1199684293606953
20230921,0.0,-0.008968609865470767,1.0,-0.12786108918705674
20230922,0.0,0.017194570135746545,1.0,-0.11286503551697002
20230925,0.0,-0.001779359430604921,1.0,-0.11444356748224227
20230926,0.0,-0.005347593582887722,1.0,-0.11917916337805923
20230927,0.0,0.0008960573476701761,1.0,-0.11838989739542316
20230928,0.0,0.0026857654431511335,1.0,-0.11602209944751485
20231009,0.0,-0.008035714285714257,1.0,-0.12312549329124012
20231010,0.0,-0.008100810081008047,1.0,-0.1302288871349654
20231011,0.0,-0.003629764065335661,1.0,-0.13338595106550988
20231012,0.0,0.011839708561020013,1.0,-0.12312549329124
20231013,0.0,-0.009900990099009799,1.0,-0.13180741910023752
20231016,0.0,0.0009090909090909705,1.0,-0.13101815311760134
20231017,0.0,0.0009082652134422275,1.0,-0.13022888713496528
20231018,0.0,-0.006352087114337546,1.0,-0.1357537490134183
20231019,0.0,-0.031963470319634646,1.0,-0.16337805840568342
20231020,0.0,0.0,1.0,-0.16337805840568342
20231023,0.0,-0.009433962264150941,1.0,-0.17127071823204487
20231024,0.0,0.004761904761904745,1.0,-0.1673243883188641
20231025,0.0,-0.016113744075829328,1.0,-0.18074191002367856
20231026,0.0,0.0028901734104045396,1.0,-0.17837411207577014
20231027,0.0,0.003842459173871271,1.0,-0.17521704814522554
20231030,0.0,0.0,1.0,-0.17521704814522554
20231031,0.0,0.000956937799043267,1.0,-0.17442778216258925
20231101,0.0,0.0019120458891013214,1.0,-0.172849250197317
20231102,0.0,0.0,1.0,-0.172849250197317
20231103,0.0,0.0,1.0,-0.172849250197317
20231106,0.0,0.020038167938931206,1.0,-0.15627466456195793
20231107,0.0,-0.008419083255378879,1.0,-0.1633780584056833
20231108,0.0,-0.009433962264150941,1.0,-0.17127071823204476
20231109,0.0,-0.0009523809523809268,1.0,-0.17205998421468094
20231110,0.0,-0.018112488083889322,1.0,-0.18705603788476766
20231113,0.0,-0.004854368932038944,1.0,-0.19100236779794844
20231114,0.0,0.0019512195121951237,1.0,-0.1894238358326762
20231115,0.0,0.009737098344693162,1.0,-0.18153117600631485
20231116,0.0,-0.012536162005785778,1.0,-0.1917916337805846
20231117,0.0,-0.0087890625,1.0,-0.19889502762431
20231120,0.0,0.003940886699507207,1.0,-0.1957379636937655
20231121,0.0,0.008832188420019538,1.0,-0.18863456985004023
20231122,0.0,-0.011673151750972721,1.0,-0.19810576164167393
20231123,0.0,-0.0009842519685039353,1.0,-0.1988950276243101
20231124,0.0,-0.0049261083743843415,1.0,-0.20284135753749089
20231127,0.0,-0.008910891089108919,1.0,-0.20994475138121627
20231128,0.0,-0.005994005994006013,1.0,-0.2146803472770331
20231129,0.0,-0.02311557788944707,1.0,-0.23283346487766443
20231130,0.0,-0.004115226337448652,1.0,-0.23599052880820914
20231201,0.0,-0.0020661157024792765,1.0,-0.2375690607734814
20231204,0.0,-0.0031055900621117516,1.0,-0.2399368587213898
20231205,0.0,-0.015576323987538943,1.0,-0.25177584846093204
20231206,0.0,0.002109704641350074,1.0,-0.2501973164956598
20231207,0.0,-0.006315789473684275,1.0,-0.25493291239147675
20231208,0.0,-0.01483050847457612,1.0,-0.2659826361483827
20231211,0.0,0.005376344086021501,1.0,-0.2620363062352019
20231212,0.0,0.007486631016042855,1.0,-0.2565114443567488
20231213,0.0,-0.027600849256900206,1.0,-0.2770323599052886
20231214,0.0,-0.0010917030567685337,1.0,-0.2778216258879248
20231215,0.0,0.006557377049180468,1.0,-0.27308602999210785
20231218,0.0,-0.008686210640608039,1.0,-0.27940015785319705
20231219,0.0,-0.0032858707557503752,1.0,-0.2817679558011056
20231220,0.0,-0.007692307692307776,1.0,-0.2872928176795587
20231221,0.0,0.015503875968992276,1.0,-0.27624309392265267
20231222,0.0,0.0032715376226826187,1.0,-0.27387529597474425
20231225,0.0,-0.0010869565217390686,1.0,-0.2746645619573803
20231226,0.0,-0.009793253536452662,1.0,-0.2817679558011057
20231227,0.0,0.00219780219780219,1.0,-0.28018942383583345
20231228,0.0,0.03618421052631571,1.0,-0.2541436464088407
20231229,0.0,-0.006349206349206216,1.0,-0.2588792423046574
20240102,0.0,-0.019169329073482344,1.0,-0.27308602999210796
20240103,0.0,-0.0010857763300762269,1.0,-0.27387529597474425
20240104,0.0,-0.009782608695652173,1.0,-0.28097868981846963
20240105,0.0,0.01756311745334793,1.0,-0.26835043409629133
20240108,0.0,-0.012944983818770184,1.0,-0.27782162588792503
20240109,0.0,0.003278688524590123,1.0,-0.2754538279400166
20240110,0.0,-0.009803921568627416,1.0,-0.2825572217837419
20240111,0.0,0.008800880088008833,1.0,-0.27624309392265267
20240112,0.0,0.0021810250817884125,1.0,-0.2746645619573804
20240115,0.0,0.0021762785636563198,1.0,-0.27308602999210796
20240116,0.0,0.01411509229098784,1.0,-0.2628255722178382
20240117,0.0,-0.011777301927194839,1.0,-0.2715074980268358
20240118,0.0,-0.003250270855904791,1.0,-0.27387529597474436
20240119,0.0,-0.003260869565217317,1.0,-0.2762430939226528
20240122,0.0,-0.007633587786259555,1.0,-0.2817679558011058
20240123,0.0,0.00659340659340657,1.0,-0.27703235990528896
20240124,0.0,0.018558951965065518,1.0,-0.2636148382004745
20240125,0.0,0.018220793140407254,1.0,-0.25019731649566
20240126,0.0,0.012631578947368327,1.0,-0.24072612470402632
20240129,0.0,0.008316008316008316,1.0,-0.23441199684293712
20240130,0.0,-0.020618556701030855,1.0,-0.25019731649566
20240131,0.0,-0.004210526315789331,1.0,-0.2533543804262045
20240201,0.0,-0.005285412262156508,1.0,-0.2573007103393853
20240202,0.0,-0.014877789585547307,1.0,-0.26835043409629133
20240205,0.0,0.011866235167206085,1.0,-0.2596685082872937
20240206,0.0,0.03198294243070343,1.0,-0.23599052880820948
20240207,0.0,-0.00723140495867769,1.0,-0.2415153906866625
20240208,0.0,0.00624349635796051,1.0,-0.23677979479084554
20240219,0.0,0.014477766287487093,1.0,-0.2257300710339395
20240220,0.0,0.0010193679918450993,1.0,-0.22494080505130332
20240221,0.0,0.0997963340122201,1.0,-0.14759273875296075
20240222,0.0,0.0092592592592593,1.0,-0.1397000789265992
20240223,0.0,-0.004587155963302836,1.0,-0.14364640883977997
20240226,0.0,-0.029493087557603714,1.0,-0.16890292028413667
20240227,0.0,-0.002849002849002802,1.0,-0.1712707182320451
20240228,0.0,-0.0009523809523809268,1.0,-0.17205998421468127
20240229,0.0,0.009532888465204836,1.0,-0.16416732438831994
20240301,0.0,-0.009442870632672351,1.0,-0.17205998421468138
20240304,0.0,-0.015252621544327938,1.0,-0.1846882399368598
20240305,0.0,0.00968054211035807,1.0,-0.17679558011049845
20240306,0.0,-0.009587727708533,1.0,-0.1846882399368599
20240307,0.0,0.004840271055179146,1.0,-0.18074191002367912
20240308,0.0,0.0,1.0,-0.18074191002367912
20240311,0.0,0.00867052023121384,1.0,-0.17363851617995385
20240312,0.0,0.008595988538681931,1.0,-0.16653512233622858
20240313,0.0,-0.021780303030303094,1.0,-0.18468823993686
20240314,0.0,-0.009680542110358181,1.0,-0.19258089976322146
20240315,0.0,0.03616813294232646,1.0,-0.1633780584056841
20240318,0.0,-0.005660377358490565,1.0,-0.16811365430150094
20240319,0.0,-0.013282732447817747,1.0,-0.17916337805840687
20240320,0.0,0.004807692307692291,1.0,-0.1752170481452262
20240321,0.0,0.001913875598086312,1.0,-0.17363851617995374
20240322,0.0,-0.010506208213944768,1.0,-0.18232044198895148
20240325,0.0,0.0038610038610038533,1.0,-0.17916337805840687
20240326,0.0,0.019230769230769162,1.0,-0.16337805840568398
20240327,0.0,-0.006603773584905714,1.0,-0.168902920284137
20240328,0.0,-0.003798670465337106,1.0,-0.1720599842146816
20240329,0.0,0.0028598665395613843,1.0,-0.1696921862667733
20240401,0.0,0.011406844106463865,1.0,-0.1602209944751395
20240402,0.0,-0.008458646616541388,1.0,-0.16732438831886487
20240403,0.0,-0.008530805687203769,1.0,-0.17442778216259014
20240408,0.0,-0.002868068833652093,1.0,-0.17679558011049867
20240409,0.0,-0.0028763183125598557,1.0,-0.1791633780584071
20240410,0.0,-0.011538461538461608,1.0,-0.1886345698500409
20240411,0.0,-0.0029182879377431803,1.0,-0.19100236779794932
20240412,0.0,-0.018536585365853564,1.0,-0.20599842146803604
20240415,0.0,0.022862823061630122,1.0,-0.18784530386740472
20240416,0.0,-0.0009718172983479434,1.0,-0.1886345698500409
20240417,0.0,0.03307392996108938,1.0,-0.16179952644041196
20240418,0.0,0.016949152542373058,1.0,-0.1475927387529612
20240419,0.0,-0.010185185185185297,1.0,-0.15627466456195893
20240422,0.0,-0.017773620205799756,1.0,-0.17127071823204565
20240423,0.0,0.003809523809523707,1.0,-0.16811365430150116
20240424,0.0,-0.000948766603415585,1.0,-0.16890292028413734
20240425,0.0,0.007597340930674212,1.0,-0.16258879242304825
20240426,0.0,-0.0009425070688029447,1.0,-0.1633780584056843
20240429,0.0,0.019811320754717032,1.0,-0.14680347277032524
20240430,-0.09999999999999998,-0.0018501387604071828,0.8,-0.1483820047355977
20240506,0.11111111111111116,0.009267840593141896,1.0,-0.14048934490923615
20240507,0.0,-0.0009182736455463081,1.0,-0.14127861089187221
20240508,0.0,-0.01378676470588236,1.0,-0.15311760063141444
20240509,0.0,0.002795899347623365,1.0,-0.15074980268350613
20240510,0.0,0.016728624535315983,1.0,-0.13654301499605548
20240513,0.0,0.002742230347349217,1.0,-0.13417521704814706
20240514,0.0,-0.005469462169553352,1.0,-0.1389108129439639
20240515,0.0,-0.007332722273143966,1.0,-0.1452249408050531
20240516,0.0,0.0313942751615881,1.0,-0.11838989739542416
20240517,0.0,0.022381378692927445,1.0,-0.09865824782952048
20240520,0.0,-0.003502626970227629,1.0,-0.10181531176006509
20240521,0.0,0.01493848857644986,1.0,-0.08839779005525061
20240522,0.0,0.0008658008658009031,1.0,-0.08760852407261444
20240523,0.0,-0.01384083044982698,1.0,-0.10023677979479273
20240524,0.0,-0.007894736842105288,1.0,-0.10734017363851811
20240527,0.0,0.017683465959327904,1.0,-0.09155485398579533
20240528,0.0,-0.009556907037358786,1.0,-0.10023677979479295
20240529,0.0,-0.012280701754386003,1.0,-0.111286503551699
20240530,0.0,-0.01243339253996456,1.0,-0.12233622730860516
20240531,0.0,-0.0008992805755395628,1.0,-0.12312549329124134
20240603,0.0,-0.011701170117011661,1.0,-0.1333859510655112
20240604,0.0,0.0036429872495444826,1.0,-0.13022888713496672
20240605,0.0,-0.01361161524500909,1.0,-0.14206787687450895
20240606,0.0,0.002759889604415866,1.0,-0.13970007892660052
20240607,0.0,0.008256880733944927,1.0,-0.13259668508287525
20240611,0.0,-0.010919017288444133,1.0,-0.14206787687450906
20240612,0.0,0.0009199632014720294,1.0,-0.14127861089187288
20240613,0.0,-0.007352941176470562,1.0,-0.14759273875296208
20240614,0.0,-0.05740740740740746,1.0,-0.19652722967640324
20240617,0.0,-0.007858546168958758,1.0,-0.20284135753749244
20240618,0.0,-0.001980198019801982,1.0,-0.20441988950276468
20240619,0.0,0.00694444444444442,1.0,-0.19889502762431166
20240620,0.0,-0.009852216748768461,1.0,-0.2067876874506731
20240621,0.0,-0.004975124378109541,1.0,-0.2107340173638539
20240624,0.0,-0.0020000000000000018,1.0,-0.21231254932912613
20240625,0.0,0.01002004008016022,1.0,-0.2044198895027648
20240626,0.0,0.0,1.0,-0.2044198895027648
20240627,0.0,0.004960317460317443,1.0,-0.20047355958958413
20240628,0.0,0.001974333662388972,1.0,-0.19889502762431177
20240701,0.0,0.019704433497536922,1.0,-0.18310970797158888
20240702,0.0,0.004830917874396157,1.0,-0.1791633780584081
20240703,0.0,-0.008653846153846123,1.0,-0.18626677190213337
20240704,0.0,-0.004849660523763455,1.0,-0.19021310181531415
20240705,0.0,-0.02826510721247555,1.0,-0.2131018153117623
20240708,0.0,-0.004012036108325012,1.0,-0.2162588792423069
20240709,0.0,0.014098690835850913,1.0,-0.20520915548540086
20240710,0.0,0.006951340615690249,1.0,-0.19968429360694773
20240711,0.0,-0.0009861932938856066,1.0,-0.2004735595895839
20240712,0.0,0.017769002961500524,1.0,-0.18626677190213325
20240715,0.0,0.0019398642095052043,1.0,-0.18468823993686112
20240716,0.0,-0.0029041626331074433,1.0,-0.18705603788476954
20240717,0.0,0.009708737864077666,1.0,-0.1791633780584081
20240718,0.0,0.0009615384615384581,1.0,-0.17837411207577192
20240719,0.0,-0.003842459173871382,1.0,-0.18153117600631663
20240722,0.0,-0.013500482160077043,1.0,-0.19258089976322257
20240723,0.0,-0.00488758553274693,1.0,-0.19652722967640335
20240724,0.0,-0.004911591355599154,1.0,-0.20047355958958402
20240725,0.0,-0.003948667324777944,1.0,-0.20363062352012862
20240726,0.0,-0.00594648166501488,1.0,-0.20836621941594546
20240729,0.0,0.007976071784645988,1.0,-0.20205209155485637
20240730,0.0,-0.0029673590504450953,1.0,-0.2044198895027648
20240731,0.0,0.018849206349206282,1.0,-0.18942383583267808
20240801,0.0,0.0,1.0,-0.18942383583267808
20240802,0.0,-0.012658227848101222,1.0,-0.19968429360694795
20240805,0.0,-0.008875739644970349,1.0,-0.20678768745067322
20240806,0.0,-0.01194029850746281,1.0,-0.21625887924230702
20240807,0.0,0.0,1.0,-0.21625887924230702
20240808,0.0,0.001007049345417954,1.0,-0.21546961325967084
20240809,0.0,0.010060362173038184,1.0,-0.2075769534333094
20240812,0.0,-0.0029880478087648266,1.0,-0.2099447513812177
20240813,0.0,-0.005994005994006013,1.0,-0.21468034727703456
20240814,0.0,-0.0030150753768843908,1.0,-0.21704814522494298
20240815,0.0,0.011088709677419262,1.0,-0.20836621941594546
20240816,0.0,0.009970089730807707,1.0,-0.2004735595895839
20240819,0.0,0.01579466929911133,1.0,-0.18784530386740572
20240820,0.0,0.004859086491739717,1.0,-0.18389897395422483
20240821,0.0,0.0009671179883945502,1.0,-0.18310970797158876
20240822,0.0,0.0028985507246377384,1.0,-0.18074191002368023
20240823,0.0,0.00867052023121384,1.0,-0.17363851617995496
20240826,0.0,0.0019102196752625034,1.0,-0.17205998421468283
20240827,0.0,-0.0057197330791229906,1.0,-0.17679558011049967
20240828,0.0,-0.009587727708533,1.0,-0.18468823993686112
20240829,0.0,-0.01936108422071625,1.0,-0.2004735595895839
20240830,0.0,0.0029615004935834577,1.0,-0.19810576164167548
20240902,0.0,-0.004921259842519787,1.0,-0.20205209155485626
20240903,0.0,-0.0029673590504450953,1.0,-0.20441988950276468
20240904,0.0,-0.005952380952381042,1.0,-0.20915548539858164
20240905,0.0,0.004990019960079861,1.0,-0.20520915548540086
20240906,0.0,0.0009930486593843213,1.0,-0.20441988950276468
20240909,0.0,-0.022817460317460347,1.0,-0.22257300710339611
20240910,0.0,0.005076142131979822,1.0,-0.21862667719021533
20240911,0.0,-0.025252525252525304,1.0,-0.238358326756119
20240912,0.0,0.00932642487046631,1.0,-0.23125493291239374
20240913,0.0,-0.004106776180698213,1.0,-0.23441199684293834
20240918,0.0,0.007216494845360799,1.0,-0.22888713496448532
20240919,0.0,0.004094165813715467,1.0,-0.22573007103394072
20240920,0.0,0.00917431192660545,1.0,-0.21862667719021545
20240923,0.0,0.01414141414141401,1.0,-0.2075769534333095
20240924,0.0,0.03286852589641431,1.0,-0.18153117600631674
20240925,0.0,0.012536162005786,1.0,-0.17127071823204676
20240926,0.0,0.06190476190476191,1.0,-0.11996842936069729
20240927,0.0,0.024215246636771326,1.0,-0.09865824782952137
20240930,0.0,0.06917688266199651,1.0,-0.03630623520126586
20241008,0.0,0.05487305487305494,1.0,0.016574585635356076
20241009,0.0,-0.0931677018633541,1.0,-0.07813733228098152
20241010,0.0,0.025684931506849473,1.0,-0.054459352801896954
20241011,0.0,-0.02170283806343909,1.0,-0.07498026835043681
20241014,0.0,0.025597269624573205,1.0,-0.051302288871352575
20241015,0.0,-0.009983361064891727,1.0,-0.06077348066298627
20241016,0.0,0.013445378151260456,1.0,-0.048145224940807974
20241017,0.0,-0.009121061359867455,1.0,-0.05682715074980571
20241018,0.0,0.007531380753138084,1.0,-0.04972375690608044
20241021,0.0,-0.019102990033222467,1.0,-0.06787687450671165
20241022,0.0,-0.0016934801016089684,1.0,-0.06945540647198412
20241023,0.0,0.00593723494486853,1.0,-0.06393054459353109
20241024,0.0,-0.009274873524451888,1.0,-0.0726124704025286
20241025,0.0,-0.0034042553191488967,1.0,-0.07576953433307321
20241028,0.0,-0.005977796754910392,1.0,-0.08129439621152623
20241029,0.0,-0.0085910652920963,1.0,-0.08918705603788779
20241030,0.0,-0.01906412478336217,1.0,-0.10655090765588293
20241031,0.0,0.005300353356890497,1.0,-0.10181531176006597
20241101,0.0,0.004393673110720364,1.0,-0.09786898184688542
20241104,0.0,0.002624671916010568,1.0,-0.09550118389897688
20241105,0.0,0.016579406631762605,1.0,-0.08050513022889016
20241106,0.0,-0.008583690987124415,1.0,-0.08839779005525161
20241107,0.0,0.03116883116883118,1.0,-0.05998421468035031
20241108,0.0,-0.015952980688497043,1.0,-0.07498026835043703
20241111,0.0,-0.010238907849829393,1.0,-0.08445146014207083
20241112,0.0,-0.005172413793103514,1.0,-0.08918705603788779
20241113,0.0,0.0060658578856152,1.0,-0.08366219415943477
20241114,0.0,-0.006029285099052539,1.0,-0.08918705603788779
20241115,0.0,-0.008665511265164572,1.0,-0.09707971586424913
20241118,0.0,0.027097902097902082,1.0,-0.0726124704025286
20241119,0.0,-0.005957446808510625,1.0,-0.07813733228098163
20241120,0.0,-0.003424657534246478,1.0,-0.08129439621152612
20241121,0.0,-0.004295532646048206,1.0,-0.0852407261247069
20241122,0.0,-0.026747195858498718,1.0,-0.10970797158642742
20241125,0.0,-0.00886524822695034,1.0,-0.11760063141278887
20241126,0.0,0.00805008944543828,1.0,-0.1104972375690636
20241127,0.0,0.010647737355812037,1.0,-0.10102604577742968
20241128,0.0,-0.004389815627743654,1.0,-0.10497237569061046
20241129,0.0,0.003527336860670305,1.0,-0.10181531176006575
20241202,0.0,0.0008787346221441616,1.0,-0.10102604577742957
20241203,0.0,0.008779631255487308,1.0,-0.09313338595106813
20241204,0.0,-0.0026109660574411553,1.0,-0.09550118389897644
20241205,0.0,-0.0017452006980803736,1.0,-0.0970797158642488
20241206,0.0,0.019230769230769384,1.0,-0.07971586424625343
20241209,0.0,0.0008576329331047017,1.0,-0.07892659826361725
20241210,0.0,0.010282776349614275,1.0,-0.06945540647198356
20241211,0.0,-0.0050890585241729624,1.0,-0.07419100236780041
20241212,0.0,0.010230179028132946,1.0,-0.06471981057616671
20241213,0.0,-0.024472573839662393,1.0,-0.08760852407261488
20241216,0.0,0.0008650519031141446,1.0,-0.08681925808997881
20241217,0.0,-0.0034572169403630504,1.0,-0.08997632202052341
20241218,0.0,0.01040763226366015,1.0,-0.0805051302288895
20241219,0.0,-0.0051502145922747156,1.0,-0.08524072612470646
20241220,0.0,0.0025884383088869978,1.0,-0.08287292817679803
20241223,0.0,0.009466437177280573,1.0,-0.07419100236780041
20241224,0.0,0.011082693947144007,1.0,-0.06393054459353054
20241225,0.0,0.005059021922428464,1.0,-0.05919494869771358
20241226,0.0,-0.005033557046979942,1.0,-0.06393054459353054
20241227,0.0,-0.002529510961214121,1.0,-0.06629834254143896
20241230,0.0,0.01014370245139462,1.0,-0.05682715074980538
20241231,0.0,-0.02092050209205021,1.0,-0.07655880031570905
20250102,0.0,-0.023076923076922995,1.0,-0.09786898184688497
20250103,0.0,-0.004374453193350725,1.0,-0.10181531176006564
20250106,0.0,0.005272407732864526,1.0,-0.0970797158642489
20250107,0.0,0.006118881118881037,1.0,-0.09155485398579599
20250108,0.0,-0.0008688097306689402,1.0,-0.09234411996843206
20250109,0.0,-0.008695652173912993,1.0,-0.1002367797947935
20250110,0.0,-0.00877192982456132,1.0,-0.10812943962115484
20250113,0.0,-0.008849557522124019,1.0,-0.1160220994475164
20250114,0.0,0.016071428571428736,1.0,-0.10181531176006564
